"","N_SQ_AD","college"
"6781",750103074,24
"6782",750102935,124
"6783",750103796,128
"6784",750103067,24
"6785",750104837,124
"6786",750100080,24
"6787",750099301,124
"6788",750100535,124
"6789",750100190,128
"6790",750101057,124
"6791",750102809,259
"6792",750103802,128
"6793",750103784,128
"6794",750101436,124
"6795",750103798,128
"6796",750101506,259
"6797",750100083,24
"6798",750099312,124
"6799",750100076,24
"6800",750100549,124
"6801",750102617,128
"6802",750099285,124
"6803",750099307,124
"6804",750102608,128
"6805",750101374,128
"6806",750102946,24
"6807",750102620,124
"6808",750176440,24
"6809",750099310,124
"6810",750100924,124
"6811",750099316,124
"6812",750104869,124
"6813",750101473,259
"6814",750101220,128
"6815",750101469,259
"6816",750103499,124
"6817",750102607,128
"6818",750101391,128
"6819",750103501,124
"6820",750103099,124
"6821",750100222,259
"6822",750150492,11
"6823",750104868,124
"6824",750103064,24
"6825",750103464,124
"6826",750104841,124
"6827",750101059,124
"6828",750099279,124
"6829",750101697,128
"6830",750099321,124
"6831",750100427,124
"6832",750157578,259
"6833",750103804,128
"6834",750100921,124
"6835",750101367,128
"6836",750101362,259
"6837",750162123,259
"6838",750104812,124
"6839",750102810,259
"6840",750102771,128
"6841",750103081,24
"6842",750100423,124
"6843",750102775,128
"6844",750099309,124
"6845",750100420,124
"6846",750102615,128
"6847",750100263,128
"6848",750101453,124
"6849",750100556,124
"6850",750099326,124
"6851",750101062,124
"6852",750104796,124
"6853",750103503,124
"6854",750104805,124
"6855",750101471,259
"6856",750100063,24
"6857",750104814,124
"6858",750100421,124
"6859",750104248,24
"6860",750104829,124
"6861",750101093,124
"6862",750100086,24
"6863",750100953,124
"6864",750102947,24
"6865",750102927,124
"6866",750104825,124
"6867",750106325,24
"6868",750099724,124
"6869",750104856,124
"6870",750104827,124
"6871",750102552,24
"6872",750104798,124
"6873",750173443,124
"6874",750104797,124
"6875",750100225,259
"6876",750103475,124
"6877",750100932,124
"6878",750100927,124
"6879",750100542,124
"6880",750100443,124
"6881",750103790,128
"6882",750103788,128
"6883",750106272,24
"6884",750102778,128
"6885",750104082,24
"6886",750100087,24
"6887",750106273,24
"6888",750101478,128
"6889",750103800,128
"6890",750100442,124
"6891",750101443,124
"6892",750104862,124
"6893",750100929,124
"6894",750100062,24
"6895",750102070,128
"6896",750141736,124
"6897",750101454,124
"6898",750101432,124
"6899",750104876,128
"6900",750102803,128
"6901",750100550,124
"6902",750104030,24
"6903",750102937,124
"6904",750106320,24
"6905",750103492,124
"6906",750100598,124
"6907",750100959,124
"6908",750105926,24
"6909",750100181,128
"6910",750104084,24
"6911",750100441,124
"6912",750104860,124
"6913",750100430,124
"6914",750103092,124
"6915",750101373,128
"6916",750104802,124
"6917",750104099,24
"6918",750103507,124
"6919",750101087,124
"6920",750100205,128
"6921",750100447,124
"6922",750100957,124
"6923",750103794,128
"6924",750100433,124
"6925",750100446,124
"6926",750104803,124
"6927",750103490,124
"6928",750100228,259
"6929",750104824,124
"6930",750101497,128
"6931",750143739,124
"6932",750100951,124
"6933",750101350,259
"6934",750103459,124
"6935",750102064,128
"6936",750100273,128
"6937",750100917,124
"6938",750103091,124
"6939",750102613,128
"6940",750101357,259
"6941",750104842,124
"6942",750100943,124
"6943",750100415,124
"6944",750103502,124
"6945",750104853,124
"6946",750100089,24
"6947",750099290,124
"6948",750100604,124
"6949",750100939,124
"6950",750100950,124
"6951",750100238,259
"6952",750106327,24
"6953",750100230,259
"6954",750101364,259
"6955",750104253,24
"6956",750102936,124
"6957",750102889,128
"6958",750102924,124
"6959",750104818,124
"6960",750100248,128
"6961",750102806,128
"6962",750102891,128
"6963",750101355,259
"6964",750099320,124
"6965",750101452,124
"6966",750099271,124
"6967",750101463,124
"6968",750102619,124
"6969",750103786,128
"6970",750101446,124
"6971",750101383,128
"6972",750100934,124
"6973",750100074,24
"6974",750104851,124
"6975",750104846,124
"6976",750106200,124
"6977",750102062,128
"6978",750101233,259
"6979",750101435,124
"6980",750099268,124
"6981",750100965,124
"6982",750100206,128
"6983",750100069,24
"6984",750101060,124
"6985",750102940,24
"6986",750100597,124
"6987",750100962,124
"6988",750104830,124
"6989",750099298,124
"6990",750102594,128
"6991",750102367,124
"6992",750103482,124
"6993",750100411,124
"6994",750103481,124
"6995",750101069,124
"6996",750104096,24
"6997",750101358,259
"6998",750103488,124
"6999",750101437,124
"7000",750099342,128
"7001",750173441,124
"7002",750151883,259
"7003",750100077,24
"7004",750100554,124
"7005",750102606,128
"7006",750100419,124
"7007",750106275,24
"7008",750100452,124
"7009",750100940,124
"7010",750103486,124
"7011",750102061,128
"7012",750157538,259
"7013",750151306,24
"7014",750151307,24
"7015",750099299,124
"7016",750162126,259
"7017",750100244,259
"7018",750103877,124
"7019",750100215,259
"7020",750100448,124
"7021",750099314,124
"7022",750102808,128
"7023",750102611,128
"7024",750100946,124
"7025",750100060,24
"7026",750102595,128
"7027",750099297,124
"7028",750100438,124
"7029",750102366,124
"7030",750100236,259
"7031",750102609,128
"7032",750101352,259
"7033",750101068,124
"7034",750103079,24
"7035",750103453,124
"7036",750102618,124
"7037",750102549,24
"7038",750103497,124
"7039",750099330,128
"7040",750099358,128
"7041",750102770,128
"7042",750173439,124
"7043",750102164,124
"7044",750103780,128
"7045",750106326,24
"7046",750101709,128
"7047",750102602,128
"7048",750101512,259
"7049",750102802,128
"7050",750100926,124
"7051",750100061,24
"7052",750102071,128
"7053",750099325,124
"7054",750099269,124
"7055",750106189,124
"7056",750100194,128
"7057",750102931,124
"7058",750102796,128
"7059",750100561,259
"7060",750101511,259
"7061",750106319,24
"7062",750164521,128
"7063",750099359,128
"7064",750104252,24
"7065",750102598,128
"7066",750101500,128
"7067",750103463,124
"7068",750102599,128
"7069",750099277,124
"7070",750104828,124
"7071",750100416,124
"7072",750101064,124
"7073",750157289,124
"7074",750102766,128
"7075",750100264,128
"7076",750101441,124
"7077",750101707,128
"7078",750102597,128
"7079",750100955,124
"7080",750176082,11
"7081",750099379,128
"7082",750103100,124
"7083",750105938,24
"7084",750104833,124
"7085",750103785,128
"7086",750103799,128
"7087",750101447,124
"7088",750101457,124
"7089",750101394,128
"7090",750102926,124
"7091",750099287,124
"7092",750104878,128
"7093",750100291,128
"7094",750100183,128
"7095",750151313,24
"7096",750099296,124
"7097",750106198,124
"7098",750100553,124
"7099",750151681,259
"7100",750099368,128
"7101",750101442,124
"7102",750101475,128
"7103",750099329,128
"7104",750099303,124
"7105",750100920,124
"7106",750100253,128
"7107",750101705,128
"7108",750101149,128
"7109",750100245,259
"7110",750100243,259
"7111",750105936,24
"7112",750101393,128
"7113",750104792,124
"7114",750100412,124
"7115",750104880,128
"7116",750101395,128
"7117",750100265,128
"7118",750104090,24
"7119",750100555,124
"7120",750173479,128
"7121",750103095,124
"7122",750101474,128
"7123",750102768,128
"7124",750176090,128
"7125",750100079,24
"7126",750103504,124
"7127",750101438,124
"7128",750103793,128
"7129",750103101,124
"7130",750103795,128
"7131",750151305,24
"7132",750100084,24
"7133",750100227,259
"7134",750151308,24
"7135",750106197,124
"7136",750100203,128
"7137",750099324,124
"7138",750100270,128
"7139",750100261,128
"7140",750099278,124
"7141",750101439,124
"7142",750102928,124
"7143",750100566,259
"7144",750103470,124
"7145",750103094,124
"7146",750100933,124
"7147",750100413,124
"7148",750101508,259
"7149",750104095,24
"7150",750102604,128
"7151",750103469,124
"7152",750100449,124
"7153",750102941,24
"7154",750101459,124
"7155",750103093,124
"7156",750103089,124
"7157",750103500,124
"7158",750101477,128
"7159",750100593,124
"7160",750173476,128
"7161",750104832,124
"7162",750099715,124
"7163",750106428,128
"7164",750099373,128
"7165",750100963,124
"7166",750101361,259
"7167",750103782,128
"7168",750101377,128
"7169",750101422,124
"7170",750151316,24
"7171",750162122,259
"7172",750144328,24
"7173",750151314,24
"7174",750100292,128
"7175",750157536,124
"7176",750100585,259
"7177",750106201,124
"7178",750105370,259
"7179",750100233,259
"7180",750103072,24
"7181",750099341,128
"7182",750151317,24
"7183",750151318,24
"7184",750101425,124
"7185",750099305,124
"7186",750101148,128
"7187",750102951,24
"7188",750100594,124
"7189",750100223,259
"7190",750099741,124
"7191",750102593,128
"7192",750149762,259
"7193",750104093,24
"7194",750104871,124
"7195",750140608,124
"7196",750100971,124
"7197",750101372,128
"7198",750101426,124
"7199",750103483,124
"7200",750103082,24
"7201",750101243,259
"7202",750099723,124
"7203",750103077,259
"7204",750101083,124
"7205",750101430,124
"7206",750102066,128
"7207",750101363,259
"7208",750101464,124
"7209",750101380,128
"7210",750099743,124
"7211",750106323,24
"7212",750101077,124
"7213",750103881,124
"7214",750102166,124
"7215",750105381,259
"7216",750106195,124
"7217",750101448,124
"7218",750101456,124
"7219",750099291,124
"7220",750102757,124
"7221",750100209,259
"7222",750100257,128
"7223",750099276,124
"7224",750101066,124
"7225",750100226,259
"7226",750100961,124
"7227",750103472,124
"7228",750102949,24
"7229",750100958,124
"7230",750101434,124
"7231",750099722,124
"7232",750100417,124
"7233",750100439,124
"7234",750167081,124
"7235",750103097,124
"7236",750100547,124
"7237",750100966,124
"7238",750101371,128
"7239",750104793,124
"7240",750100602,124
"7241",750173478,128
"7242",750105376,259
"7243",750103075,24
"7244",750101479,128
"7245",750101091,124
"7246",750106429,128
"7247",750101360,259
"7248",750101381,128
"7249",750101375,128
"7250",750099275,124
"7251",750104858,124
"7252",750103882,124
"7253",750101420,124
"7254",750101909,128
"7255",750103087,124
"7256",750100923,124
"7257",750099280,124
"7258",750105375,259
"7259",750106190,124
"7260",750100558,259
"7261",750099803,259
"7262",750099273,124
"7263",750101250,259
"7264",750100277,128
"7265",750102944,24
"7266",750099292,124
"7267",750103517,124
"7268",750099738,124
"7269",750100610,124
"7270",750100536,124
"7271",750167141,128
"7272",750104867,124
"7273",750102767,128
"7274",750103513,124
"7275",750099736,124
"7276",750103065,24
"7277",750100414,124
"7278",750101378,128
"7279",750103066,24
"7280",750102948,24
"7281",750099435,128
"7282",750099728,124
"7283",750103840,124
"7284",750099377,128
"7285",750101492,259
"7286",750106436,128
"7287",750162127,259
"7288",750099313,124
"7289",750103803,128
"7290",750103896,124
"7291",750154753,124
"7292",750106431,128
"7293",750100510,128
"7294",750103088,124
"7295",750104092,24
"7296",750104852,124
"7297",750100969,124
"7298",750101428,124
"7299",750103477,124
"7300",750102761,124
"7301",750102550,24
"7302",750100579,259
"7303",750151773,24
"7304",750100214,259
"7305",750099274,124
"7306",750099317,124
"7307",750105377,259
"7308",750101147,128
"7309",750099737,124
"7310",750104881,128
"7311",750102371,124
"7312",750102612,128
"7313",750104800,124
"7314",750103098,124
"7315",750100949,124
"7316",750102370,124
"7317",750106329,24
"7318",750100537,124
"7319",750103833,124
"7320",750101146,128
"7321",750103521,124
"7322",750101414,124
"7323",750103525,124
"7324",750099719,124
"7325",750176081,11
"7326",750154090,128
"7327",750103096,124
"7328",750100942,124
"7329",750104819,124
"7330",750100931,124
"7331",750099730,124
"7332",750101644,128
"7333",750100964,124
"7334",750101100,128
"7335",750100189,128
"7336",750161711,128
"7337",750103533,124
"7338",750099444,128
"7339",750100204,128
"7340",750102534,24
"7341",750104088,24
"7342",750102765,124
"7343",750099742,124
"7344",750099288,124
"7345",750099300,124
"7346",750103885,124
"7347",750099282,124
"7348",750100272,128
"7349",750100259,128
"7350",750100541,124
"7351",750164518,128
"7352",750176077,124
"7353",750099363,128
"7354",750102368,124
"7355",750100606,124
"7356",750104859,124
"7357",750101368,128
"7358",750100546,124
"7359",750104872,124
"7360",750100582,259
"7361",750103836,124
"7362",750103511,124
"7363",750102954,24
"7364",750106271,24
"7365",750099714,124
"7366",750100967,124
"7367",750099355,128
"7368",750176085,11
"7369",750104821,124
"7370",750103890,124
"7371",750100956,124
"7372",750162803,128
"7373",750100284,128
"7374",750103895,124
"7375",750166465,24
"7376",750101104,128
"7377",750100584,259
"7378",750103085,124
"7379",750102174,124
"7380",750100267,128
"7381",750102774,128
"7382",750100560,259
"7383",750102888,128
"7384",750100220,259
"7385",750101251,259
"7386",750099438,128
"7387",750104874,128
"7388",750105383,259
"7389",750103468,124
"7390",750101143,128
"7391",750100252,128
"7392",750102369,124
"7393",750102373,124
"7394",750176083,11
"7395",750100544,124
"7396",750100608,124
"7397",750103535,124
"7398",750103510,124
"7399",750103835,124
"7400",750103524,124
"7401",750103903,124
"7402",750100563,259
"7403",750100596,124
"7404",750099457,128
"7405",750103900,124
"7406",750103887,124
"7407",750106433,128
"7408",750106426,128
"7409",750100918,124
"7410",750103883,124
"7411",750100493,128
"7412",750103898,124
"7413",750104098,24
"7414",750103894,124
"7415",750100286,128
"7416",750099335,128
"7417",750106270,24
"7418",750103466,124
"7419",750099370,128
"7420",750102173,124
"7421",750105372,259
"7422",750102763,124
"7423",750102922,124
"7424",750100210,259
"7425",750100229,259
"7426",750102065,128
"7427",750100241,259
"7428",750101240,259
"7429",750100184,128
"7430",750100240,259
"7431",750101703,128
"7432",750103534,124
"7433",750104809,124
"7434",750100611,124
"7435",750099733,124
"7436",750105378,259
"7437",750099727,124
"7438",750100612,124
"7439",750101356,259
"7440",750105931,24
"7441",750104794,124
"7442",750103834,124
"7443",750102953,24
"7444",750101238,259
"7445",750103884,124
"7446",750099815,259
"7447",750100930,124
"7448",750099732,124
"7449",750176084,11
"7450",750103495,124
"7451",750103905,124
"7452",750103899,124
"7453",750100283,128
"7454",750101908,128
"7455",750100282,128
"7456",750100287,128
"7457",750101118,128
"7458",750105373,259
"7459",750100457,124
"7460",750100460,124
"7461",750100254,128
"7462",750100191,128
"7463",750102780,128
"7464",750100589,259
"7465",750101349,259
"7466",750102072,128
"7467",750101065,124
"7468",750099319,124
"7469",750101241,259
"7470",750100255,128
"7471",750101353,259
"7472",750099718,124
"7473",750102952,24
"7474",750099713,124
"7475",750103891,124
"7476",750101384,128
"7477",750102932,124
"7478",750103068,24
"7479",750103892,124
"7480",750104845,124
"7481",750100576,259
"7482",750100219,259
"7483",750105924,24
"7484",750105927,24
"7485",750101253,259
"7486",750100196,128
"7487",750099812,259
"7488",750104850,124
"7489",750106434,128
"7490",750099740,124
"7491",750099734,124
"7492",750100503,128
"7493",750101907,128
"7494",750101101,128
"7495",750101105,128
"7496",750099366,128
"7497",750106199,124
"7498",750100458,124
"7499",750100464,124
"7500",750101505,259
"7501",750099837,128
"7502",750105385,259
"7503",750105374,259
"7504",750100192,128
"7505",750162125,259
"7506",750101236,259
"7507",750151310,24
"7508",750106322,24
"7509",750151312,24
"7510",750099308,124
"7511",750100592,124
"7512",750102929,124
"7513",750099725,124
"7514",750100540,124
"7515",750099717,124
"7516",750100242,259
"7517",750103888,124
"7518",750104838,124
"7519",750101698,128
"7520",750100573,259
"7521",750101359,259
"7522",750101711,128
"7523",750104834,124
"7524",750101247,259
"7525",750099456,128
"7526",750102925,124
"7527",750103904,124
"7528",750104813,124
"7529",750103886,124
"7530",750104817,124
"7531",750103457,124
"7532",750103907,124
"7533",750101910,128
"7534",750100288,128
"7535",750099304,124
"7536",750100285,128
"7537",750099339,128
"7538",750099336,128
"7539",750166162,259
"7540",750100279,128
"7541",750106427,128
"7542",750102170,124
"7543",750102798,128
"7544",750100564,259
"7545",750106204,124
"7546",750157537,259
"7547",750105921,24
"7548",750100217,259
"7549",750100275,128
"7550",750100568,259
"7551",750100548,124
"7552",750103522,124
"7553",750100538,124
"7554",750101351,259
"7555",750100193,128
"7556",750104815,124
"7557",750099745,124
"7558",750105384,259
"7559",750103839,124
"7560",750173473,128
"7561",750104791,124
"7562",750173477,128
"7563",750101244,259
"7564",750102755,124
"7565",750103902,124
"7566",750099460,128
"7567",750103889,124
"7568",750099746,124
"7569",750099816,259
"7570",750099814,259
"7571",750104823,124
"7572",750099720,124
"7573",750100281,128
"7574",750100500,128
"7575",750099340,128
"7576",750100289,128
"7577",750100496,128
"7578",750099356,128
"7579",750099267,124
"7580",750100509,128
"7581",750101110,128
"7582",750104844,124
"7583",750099834,128
"7584",750100216,259
"7585",750100570,259
"7586",750104843,124
"7587",750104808,124
"7588",750101098,124
"7589",750099439,128
"7590",750103901,124
"7591",750102923,124
"7592",750100224,259
"7593",750105368,259
"7594",750100187,128
"7595",750101145,128
"7596",750104831,124
"7597",750101248,259
"7598",750099721,124
"7599",750099729,124
"7600",750104795,124
"7601",750173475,128
"7602",750099811,259
"7603",750104810,124
"7604",750099453,128
"7605",750099821,259
"7606",750099808,259
"7607",750103906,124
"7608",750102933,124
"7609",750099823,259
"7610",750099281,124
"7611",750099824,259
"7612",750106194,124
"7613",750106203,124
"7614",750104849,124
"7615",750105382,259
"7616",750100239,259
"7617",750103487,124
"7618",750100280,128
"7619",750100462,124
"7620",750100502,128
"7621",750100453,124
"7622",750099365,128
"7623",750101449,124
"7624",750102321,24
"7625",750102762,124
"7626",750102536,24
"7627",750106191,124
"7628",750102799,128
"7629",750102943,24
"7630",750103878,124
"7631",750099306,124
"7632",750100208,259
"7633",750101354,259
"7634",750103073,24
"7635",750105369,259
"7636",750103514,124
"7637",750102956,24
"7638",750100574,259
"7639",750101415,124
"7640",750100201,128
"7641",750099820,259
"7642",750103473,124
"7643",750099818,259
"7644",750104816,124
"7645",750101071,124
"7646",750103893,124
"7647",750101246,259
"7648",750103876,124
"7649",750103897,124
"7650",750104820,124
"7651",750099294,124
"7652",750100278,128
"7653",750103879,124
"7654",750103530,124
"7655",750099463,128
"7656",750102337,24
"7657",750099349,128
"7658",750103467,124
"7659",750100218,259
"7660",750104091,24
"7661",750100456,124
"7662",750100455,124
"7663",750100461,124
"7664",750099835,128
"7665",750173451,124
"7666",750100607,124
"7667",750100237,259
"7668",750101376,128
"7669",750102779,128
"7670",750099801,259
"7671",750103062,24
"7672",750101245,259
"7673",750106276,24
"7674",750100276,128
"7675",750100539,124
"7676",750100559,259
"7677",750100578,259
"7678",750102939,24
"7679",750100212,259
"7680",750151309,24
"7681",750100247,259
"7682",750101084,124
"7683",750100269,128
"7684",750099451,128
"7685",750103078,24
"7686",750151311,24
"7687",750099822,259
"7688",750099806,259
"7689",750101413,124
"7690",750099805,259
"7691",750103069,24
"7692",750099807,259
"7693",750106202,124
"7694",750099450,128
"7695",750099817,259
"7696",750103536,124
"7697",750102325,24
"7698",750099380,128
"7699",750105386,259
"7700",750100501,128
"7701",750100459,124
"7702",750101109,128
"7703",750101108,128
"7704",750106430,128
"7705",750102760,124
"7706",750100562,259
"7707",750101645,128
"7708",750100567,259
"7709",750101366,128
"7710",750100256,128
"7711",750100557,259
"7712",750104839,124
"7713",750101699,128
"7714",750100202,128
"7715",750102535,24
"7716",750100274,128
"7717",750100250,128
"7718",750099322,124
"7719",750101242,259
"7720",750099716,124
"7721",750104807,124
"7722",750102882,128
"7723",750099804,259
"7724",750173474,128
"7725",750100186,128
"7726",750157640,24
"7727",750103537,124
"7728",750099819,259
"7729",750103512,124
"7730",750150491,128
"7731",750101419,124
"7732",750101254,259
"7733",750100583,259
"7734",750105939,24
"7735",750099813,259
"7736",750104835,124
"7737",750102331,24
"7738",750099328,128
"7739",750103508,124
"7740",750106274,24
"7741",750103506,124
"7742",750160826,128
"7743",750099376,128
"7744",750100454,124
"7745",750102163,124
"7746",750104866,124
"7747",750100590,259
"7748",750100599,124
"7749",750104865,124
"7750",750101239,259
"7751",750101082,124
"7752",750099286,124
"7753",750099449,128
"7754",750106324,24
"7755",750099726,124
"7756",750105923,24
"7757",750103837,124
"7758",750104089,24
"7759",750101348,259
"7760",750099455,128
"7761",750103493,124
"7762",750101067,124
"7763",750101092,124
"7764",750103528,124
"7765",750102797,128
"7766",750102805,128
"7767",750103527,124
"7768",750101417,124
"7769",750104877,128
"7770",750099334,128
"7771",750103880,124
"7772",750106321,24
"7773",750028485,626
"7774",750104875,128
"7775",750101485,259
"7776",750102324,24
"7777",750100498,128
"7778",750100499,128
"7779",750101468,259
"7780",750100494,128
"7781",750103480,124
"7782",750099347,128
"7783",750099361,128
"7784",750101117,128
"7785",750100581,259
"7786",750166466,24
"7787",750100268,128
"7788",750100197,128
"7789",750100249,128
"7790",750106205,124
"7791",750101085,124
"7792",750099802,259
"7793",750101416,124
"7794",750101252,259
"7795",750099293,124
"7796",750103485,124
"7797",750104864,124
"7798",750099434,128
"7799",750106269,24
"7800",750102950,24
"7801",750099447,128
"7802",750099735,124
"7803",750099731,124
"7804",750101089,124
"7805",750101701,128
"7806",750104848,124
"7807",750099454,128
"7808",750102533,24
"7809",750101467,259
"7810",750173444,124
"7811",750099352,128
"7812",750099810,259
"7813",750099431,128
"7814",750099327,128
"7815",750105854,128
"7816",750099333,128
"7817",750101476,128
"7818",750102334,24
"7819",750101490,259
"7820",750102330,24
"7821",750100463,124
"7822",750099318,124
"7823",750101099,128
"7824",750101111,128
"7825",750106432,128
"7826",750100605,124
"7827",750099338,128
"7828",750103523,124
"7829",750104811,124
"7830",750100213,259
"7831",750101095,124
"7832",750101086,124
"7833",750099826,259
"7834",750101249,259
"7835",750099272,124
"7836",750101418,124
"7837",750102069,128
"7838",750165110,124
"7839",750173446,124
"7840",750104840,124
"7841",750100231,259
"7842",750099443,128
"7843",750105928,24
"7844",750100182,128
"7845",750103505,124
"7846",750146725,259
"7847",750102329,24
"7848",750102336,24
"7849",750099825,259
"7850",750101487,259
"7851",750144144,124
"7852",750102338,24
"7853",750101491,259
"7854",750101495,128
"7855",750104094,24
"7856",750099367,128
"7857",750099332,128
"7858",750104804,124
"7859",750104029,24
"7860",750101489,259
"7861",750099323,124
"7862",750105380,259
"7863",750101501,128
"7864",750104083,24
"7865",750101103,128
"7866",750105855,128
"7867",750100587,259
"7868",750102804,128
"7869",750103531,124
"7870",750100234,259
"7871",750100199,128
"7872",750100586,259
"7873",750100588,259
"7874",750099311,124
"7875",750151315,24
"7876",750101411,124
"7877",750100232,259
"7878",750099800,259
"7879",750101369,128
"7880",750099270,124
"7881",750105859,128
"7882",750103484,124
"7883",750100251,128
"7884",750100565,259
"7885",750102333,24
"7886",750102341,24
"7887",750164780,259
"7888",750101063,124
"7889",750102548,24
"7890",750099371,128
"7891",750154091,128
"7892",750099362,128
"7893",750103460,124
"7894",750102171,124
"7895",750100572,259
"7896",750101090,124
"7897",750099437,128
"7898",750106196,124
"7899",750101370,128
"7900",750104854,124
"7901",750099372,128
"7902",750100495,128
"7903",750164132,128
"7904",750101107,128
"7905",750101119,128
"7906",750101112,128
"7907",750100198,128
"7908",750104799,124
"7909",750102811,259
"7910",750099833,128
"7911",750104855,124
"7912",750102773,128
"7913",750101461,124
"7914",750100577,259
"7915",750156402,24
"7916",750173448,124
"7917",750101070,124
"7918",750099809,259
"7919",750100271,128
"7920",750100935,124
"7921",750099337,128
"7922",750101470,259
"7923",750099747,124
"7924",750099828,128
"7925",750100266,128
"7926",750099433,128
"7927",750101094,124
"7928",750103509,124
"7929",750099458,128
"7930",750099345,128
"7931",750154089,128
"7932",750101496,128
"7933",750101106,128
"7934",750100290,128
"7935",750100188,128
"7936",750099445,128
"7937",750100551,124
"7938",750173442,124
"7939",750102177,124
"7940",750163482,128
"7941",750100195,128
"7942",750099348,128
"7943",750100497,128
"7944",750099354,128
"7945",750101498,128
"7946",750101390,128
"7947",750101072,124
"7948",750102168,124
"7949",750101706,128
"7950",750099378,128
"7951",750102169,124
"7952",750099831,128
"7953",750101424,124
"7954",750101427,124
"7955",750100569,259
"7956",750100185,128
"7957",750102546,24
"7958",750099452,128
"7959",750154092,128
"7960",750100944,124
"7961",750101466,259
"7962",750101116,128
"7963",750102327,24
"7964",750102339,24
"7965",750102332,24
"7966",750103070,24
"7967",750173450,124
"7968",750101462,124
"7969",750103479,124
"7970",750100211,259
"7971",750099331,128
"7972",750149969,128
"7973",750162805,24
"7974",750100601,124
"7975",750102340,24
"7976",750100925,124
"7977",750099448,128
"7978",750105379,259
"7979",750104873,124
"7980",750099346,128
"7981",750106193,124
"7982",750101379,128
"7983",750103496,124
"7984",750099357,128
"7985",750101075,124
"7986",750101700,128
"7987",750102178,124
"7988",750100968,124
"7989",750101455,124
"7990",750102322,24
"7991",750100948,124
"7992",750100947,124
"7993",750101708,128
"7994",750166159,24
"7995",750104031,24
"7996",750100207,128
"7997",750100258,128
"7998",750099374,128
"7999",750101486,259
"8000",750103456,124
"8001",750101510,259
"8002",750099369,128
"8003",750104100,24
"8004",750099364,128
"8005",750099442,128
"8006",750099830,128
"8007",750100235,259
"8008",750100571,259
"8009",750103465,124
"8010",750103471,124
"8011",750101102,128
"8012",750099351,128
"8013",750100591,124
"8014",750101444,124
"8015",750100595,124
"8016",750102175,124
"8017",750099360,128
"8018",750101113,128
"8019",750099343,128
"8020",750099836,128
"8021",750104822,124
"8022",750102934,124
"8023",750104879,128
"8024",750100575,259
"8025",750103494,124
"8026",750099350,128
"8027",750102335,24
"8028",750100970,124
"8029",750101484,259
"8030",750101483,128
"8031",750099461,128
"8032",750101499,128
"8033",750099375,128
"8034",750101440,124
"8035",750104085,24
"8036",750103491,124
"8037",750101472,259
"8038",750102323,24
"8039",750101503,128
"8040",750102945,24
"8041",750099344,128
"8042",750102342,24
"8043",750103515,124
"8044",750101494,259
"8045",750103518,124
"8046",750105937,24
"8047",750099838,128
"8048",750099744,124
"8049",750099739,124
"8050",750106192,124
"8051",750101513,259
"8052",750105922,24
"8053",750104801,124
"8054",750102942,24
"8055",750101114,128
"8056",750100545,124
"8057",750140801,124
"8058",750101115,128
"8059",750105933,24
"8060",750099832,128
"8061",750099829,128
"8062",750102769,128
"8063",750105860,128
"8064",750102930,124
"8065",750100952,124
"8066",750102328,24
"8067",750102326,24
"8068",750103462,124
"8069",750156736,124
"8070",750104086,24
"8071",750103532,124
"8072",750100580,259
"8073",750101488,259
"8074",750100600,124
"8075",750105934,24
"8076",750104861,124
"8077",750101504,128
"8078",750101088,124
"8079",750102759,124
"8080",750102807,128
"8081",750099446,128
"8082",750162804,128
"8083",750099462,128
"8084",750099827,128
"8085",750103076,24
"8086",750102547,24
"8087",750101509,259
"8088",750105856,128
"8089",750105925,24
"8090",750103526,124
"8091",750102764,124
"8092",750101423,124
"8093",750100919,124
"8094",750102758,124
"8095",750102172,124
"8096",750099436,128
"8097",750105858,128
"8098",750101710,128
"8099",750105857,128
"8100",750103498,124
"8101",750103529,124
"8102",750101450,124
"8103",750103520,124
"8104",750099459,128
"8105",750099440,128
"8106",750102176,124
"8107",750099441,128
"8108",750102938,124
"8109",750104863,124
"8110",750099839,128
"8111",750105930,24
"8112",750101431,124
"8113",750105929,24
"8114",750105853,128
"8115",750105932,24
"8116",750100603,124
"8117",750099432,128
"8118",750104836,124
"8119",750102756,124
"8120",750103516,124
"8121",750100941,124
"8122",750106435,128
"8123",750158923,380
"8124",750177288,11
"8125",750158974,380
"8126",750143849,303
"8127",750150074,28
"8128",750177280,11
"8129",750164043,380
"8130",750167256,380
"8131",750177287,11
"8132",750164030,27
"8133",750165138,380
"8134",750074121,303
"8135",750161683,380
"8136",750151727,27
"8137",750142093,27
"8138",750142070,28
"8139",750074243,303
"8140",750174198,27
"8141",750161672,380
"8142",750151448,27
"8143",750158969,380
"8144",750158770,380
"8145",750159060,380
"8146",750156660,27
"8147",750067516,386
"8148",750155839,27
"8149",750167730,386
"8150",750067457,380
"8151",750159066,380
"8152",750164252,27
"8153",750161649,27
"8154",750070838,380
"8155",750164569,10
"8156",750161668,380
"8157",750164584,10
"8158",750177274,11
"8159",750161644,380
"8160",750147872,28
"8161",750177271,11
"8162",750070835,380
"8163",750161600,380
"8164",750150076,28
"8165",750074749,28
"8166",750162800,380
"8167",750155879,27
"8168",750155199,27
"8169",750159042,380
"8170",750149618,28
"8171",750161667,380
"8172",750177584,303
"8173",750164582,10
"8174",750162270,28
"8175",750167889,10
"8176",750161690,27
"8177",750173925,10
"8178",750156659,27
