"","N_SQ_AD","college"
"76991",750085090,362
"76992",750081569,391
"76993",750085104,371
"76994",750085088,362
"76995",750085079,371
"76996",750085285,391
"76997",750079570,362
"76998",750085110,371
"76999",750085121,371
"77000",750077099,391
"77001",750081092,371
"77002",750085503,391
"77003",750079274,371
"77004",750080883,371
"77005",750081078,362
"77006",750084576,364
"77007",750077448,391
"77008",750080906,362
"77009",750080934,371
"77010",750079501,391
"77011",750078647,362
"77012",750078638,371
"77013",750082747,391
"77014",750085293,371
"77015",750084873,364
"77016",750083935,371
"77017",750162564,371
"77018",750084591,371
"77019",750079557,362
"77020",750080556,364
"77021",750079199,391
"77022",750162050,371
"77023",750079407,371
"77024",750079498,391
"77025",750079524,391
"77026",750079527,391
"77027",750080854,362
"77028",750078633,371
"77029",750077196,391
"77030",750085098,371
"77031",750080940,371
"77032",750081579,391
"77033",750085289,371
"77034",750085091,362
"77035",750079553,362
"77036",750082405,371
"77037",750151688,391
"77038",750077089,391
"77039",750078206,391
"77040",750084665,362
"77041",750085012,391
"77042",750078610,362
"77043",750077421,391
"77044",750077096,391
"77045",750077108,391
"77046",750084675,362
"77047",750084991,391
"77048",750084662,362
"77049",750083738,371
"77050",750079502,391
"77051",750083728,371
"77052",750077450,391
"77053",750080642,371
"77054",750078607,362
"77055",750085084,371
"77056",750082347,371
"77057",750085325,391
"77058",750163348,371
"77059",750079500,391
"77060",750085081,371
"77061",750162048,371
"77062",750079491,391
"77063",750085306,371
"77064",750151920,391
"77065",750079414,371
"77066",750085300,371
"77067",750079530,391
"77068",750077239,364
"77069",750084886,364
"77070",750085589,391
"77071",750085596,391
"77072",750081575,391
"77073",750085294,371
"77074",750083733,371
"77075",750078630,371
"77076",750085338,391
"77077",750079554,362
"77078",750078632,371
"77079",750142761,371
"77080",750077110,391
"77081",750077447,391
"77082",750082746,391
"77083",750082753,391
"77084",750079528,391
"77085",750150461,364
"77086",750167480,364
"77087",750078644,362
"77088",750081077,362
"77089",750084113,391
"77090",750083739,371
"77091",750083805,391
"77092",750078640,362
"77093",750083052,391
"77094",750080840,362
"77095",750080846,362
"77096",750085311,371
"77097",750162398,371
"77098",750079403,371
"77099",750079555,362
"77100",750174405,391
"77101",750085312,371
"77102",750162046,371
"77103",750077791,362
"77104",750165557,391
"77105",750079495,391
"77106",750079413,371
"77107",750083937,371
"77108",750083103,364
"77109",750085592,391
"77110",750082348,371
"77111",750077242,364
"77112",750085076,371
"77113",750152453,371
"77114",750078618,371
"77115",750085014,391
"77116",750077106,391
"77117",750080939,371
"77118",750079564,362
"77119",750085496,391
"77120",750078659,371
"77121",750080483,364
"77122",750079667,391
"77123",750078626,371
"77124",750078211,391
"77125",750078205,391
"77126",750076142,371
"77127",750167693,364
"77128",750076148,371
"77129",750076140,371
"77130",750080927,362
"77131",750083729,371
"77132",750080914,362
"77133",750079512,391
"77134",750076253,371
"77135",750076247,371
"77136",750078634,371
"77137",750085321,371
"77138",750082326,371
"77139",750085074,371
"77140",750076250,371
"77141",750080918,362
"77142",750085073,371
"77143",750079492,391
"77144",750085336,391
"77145",750078438,371
"77146",750079494,391
"77147",750079533,391
"77148",750079526,391
"77149",750077236,364
"77150",750078651,371
"77151",750085578,391
"77152",750080937,371
"77153",750079845,391
"77154",750085068,371
"77155",750080935,371
"77156",750077470,391
"77157",750157290,391
"77158",750078653,371
"77159",750080933,362
"77160",750084664,362
"77161",750076143,371
"77162",750162083,391
"77163",750081093,371
"77164",750167478,364
"77165",750079525,391
"77166",750079285,371
"77167",750079662,391
"77168",750084209,364
"77169",750076245,371
"77170",750079531,391
"77171",750083051,391
"77172",750081096,371
"77173",750083917,371
"77174",750077451,391
"77175",750082744,391
"77176",750080852,362
"77177",750085072,371
"77178",750085077,371
"77179",750079201,391
"77180",750079404,371
"77181",750082353,371
"77182",750080913,362
"77183",750162043,371
"77184",750083047,391
"77185",750078620,371
"77186",750079408,371
"77187",750079493,391
"77188",750085272,391
"77189",750085591,391
"77190",750082330,371
"77191",750084885,364
"77192",750077240,364
"77193",750163359,364
"77194",750081097,371
"77195",750077840,391
"77196",750077101,391
"77197",750078615,371
"77198",750077844,391
"77199",750085524,391
"77200",750081572,391
"77201",750078635,371
"77202",750082339,371
"77203",750079517,391
"77204",750077843,391
"77205",750079672,391
"77206",750079518,391
"77207",750082355,371
"77208",750076136,371
"77209",750080855,362
"77210",750082749,391
"77211",750079511,391
"77212",750080916,362
"77213",750079280,371
"77214",750079258,371
"77215",750083938,371
"77216",750083049,391
"77217",750080850,371
"77218",750078625,371
"77219",750085329,391
"77220",750079198,391
"77221",750162512,391
"77222",750082332,371
"77223",750082354,371
"77224",750078623,371
"77225",750078437,371
"77226",750162051,371
"77227",750079411,371
"77228",750079519,391
"77229",750079514,391
"77230",750079854,391
"77231",750085120,371
"77232",750079851,391
"77233",750169386,371
"77234",750077851,391
"77235",750083740,371
"77236",750085069,371
"77237",750077841,391
"77238",750080932,362
"77239",750080842,362
"77240",750077107,391
"77241",750085526,391
"77242",750081432,391
"77243",750084660,362
"77244",750078619,371
"77245",750079844,391
"77246",750077094,391
"77247",750167695,364
"77248",750082752,391
"77249",750167694,364
"77250",750078622,371
"77251",750167481,364
"77252",750077464,391
"77253",750079261,371
"77254",750080889,371
"77255",750084613,362
"77256",750079920,371
"77257",750076242,371
"77258",750082750,391
"77259",750082322,371
"77260",750082325,371
"77261",750082356,371
"77262",750083055,391
"77263",750162047,371
"77264",750077805,362
"77265",750078613,362
"77266",750080897,371
"77267",750076251,371
"77268",750080908,362
"77269",750081802,362
"77270",750081452,391
"77271",750079537,391
"77272",750077241,364
"77273",750085587,391
"77274",750081041,364
"77275",750081094,371
"77276",750085010,391
"77277",750079850,391
"77278",750157292,391
"77279",750078624,371
"77280",750078645,362
"77281",750080894,371
"77282",750078648,362
"77283",750078654,371
"77284",750079509,391
"77285",750079273,391
"77286",750080949,371
"77287",750077446,391
"77288",750081449,391
"77289",750080920,362
"77290",750172832,364
"77291",750079668,391
"77292",750082742,391
"77293",750077112,391
"77294",750079913,371
"77295",750079917,371
"77296",750169576,391
"77297",750084104,391
"77298",750080943,371
"77299",750171587,391
"77300",750078656,371
"77301",750080849,371
"77302",750082334,371
"77303",750082341,371
"77304",750082342,371
"77305",750080898,371
"77306",750076248,371
"77307",750081710,362
"77308",750078652,371
"77309",750085013,391
"77310",750079412,371
"77311",750081429,391
"77312",750164218,371
"77313",750077234,364
"77314",750082323,371
"77315",750077849,391
"77316",750079860,391
"77317",750079569,362
"77318",750085307,371
"77319",750078612,362
"77320",750079561,362
"77321",750081703,362
"77322",750079910,371
"77323",750079529,391
"77324",750079665,391
"77325",750080905,362
"77326",750077429,391
"77327",750078643,362
"77328",750167477,391
"77329",750079522,391
"77330",750079287,371
"77331",750158851,371
"77332",750082351,371
"77333",750165919,362
"77334",750166640,371
"77335",750162042,371
"77336",750079301,371
"77337",750078444,371
"77338",750083054,391
"77339",750079909,371
"77340",750080946,371
"77341",750077463,391
"77342",750082741,391
"77343",750077423,391
"77344",750084656,362
"77345",750085080,371
"77346",750083053,391
"77347",750079266,371
"77348",750079857,391
"77349",750085318,371
"77350",750080559,364
"77351",750084101,391
"77352",750078435,371
"77353",750084672,362
"77354",750152827,364
"77355",750165832,371
"77356",750084414,371
"77357",750084413,371
"77358",750077092,391
"77359",750077854,391
"77360",750081801,362
"77361",750081443,391
"77362",750079916,371
"77363",750079271,371
"77364",750080893,371
"77365",750081715,362
"77366",750080900,371
"77367",750084992,391
"77368",750077441,391
"77369",750082338,371
"77370",750082336,371
"77371",750079290,371
"77372",750082337,371
"77373",750079915,371
"77374",750081427,391
"77375",750080944,371
"77376",750157291,391
"77377",750081442,391
"77378",750079263,371
"77379",750076252,371
"77380",750084106,391
"77381",750080901,371
"77382",750079918,371
"77383",750079499,391
"77384",750084658,362
"77385",750078446,371
"77386",750077799,362
"77387",750079671,391
"77388",750085506,391
"77389",750084111,391
"77390",750077435,391
"77391",750081708,362
"77392",750079264,371
"77393",750084607,362
"77394",750081573,391
"77395",750080837,391
"77396",750076243,371
"77397",750077847,391
"77398",750077852,391
"77399",750082407,371
"77400",750084612,362
"77401",750084109,391
"77402",750079294,371
"77403",750079259,371
"77404",750079299,371
"77405",750082357,371
"77406",750084582,364
"77407",750077846,391
"77408",750084211,364
"77409",750162522,364
"77410",750167692,364
"77411",750077424,391
"77412",750080925,362
"77413",750084115,391
"77414",750079291,371
"77415",750080924,362
"77416",750079510,391
"77417",750080844,362
"77418",750081800,362
"77419",750080902,371
"77420",750084105,391
"77421",750076249,371
"77422",750079292,391
"77423",750081436,391
"77424",750077420,391
"77425",750077432,391
"77426",750077850,391
"77427",750085302,371
"77428",750169575,371
"77429",750084611,362
"77430",750162049,371
"77431",750076131,371
"77432",750079272,371
"77433",750080945,371
"77434",750151921,364
"77435",750084872,364
"77436",750085009,391
"77437",750080643,371
"77438",750081035,364
"77439",750081428,391
"77440",750177269,362
"77441",750083048,391
"77442",750077789,362
"77443",750078208,391
"77444",750084604,362
"77445",750077105,391
"77446",750078642,362
"77447",750082755,391
"77448",750080885,371
"77449",750079513,391
"77450",750077430,391
"77451",750079523,391
"77452",750082739,391
"77453",750077468,391
"77454",750082406,371
"77455",750085509,391
"77456",750079298,371
"77457",750080948,371
"77458",750079284,371
"77459",750078213,391
"77460",750082358,371
"77461",750164788,371
"77462",750084107,391
"77463",750081456,391
"77464",750079275,371
"77465",750079663,391
"77466",750082345,371
"77467",750081711,362
"77468",750085015,391
"77469",750151833,362
"77470",750084608,362
"77471",750081706,362
"77472",750079919,371
"77473",750082403,371
"77474",750077801,362
"77475",750085296,371
"77476",750084871,364
"77477",750164842,391
"77478",750079674,391
"77479",750082740,391
"77480",750079666,391
"77481",750078194,391
"77482",750082408,371
"77483",750080649,371
"77484",750081430,391
"77485",750077100,391
"77486",750077103,391
"77487",750082393,371
"77488",750162747,371
"77489",750077845,391
"77490",750079506,391
"77491",750080848,371
"77492",750079911,371
"77493",750082409,371
"77494",750082359,371
"77495",750077798,362
"77496",750077452,391
"77497",750084114,391
"77498",750162692,371
"77499",750081040,364
"77500",750081707,362
"77501",750079521,391
"77502",750084110,391
"77503",750077438,391
"77504",750082349,371
"77505",750082333,371
"77506",750079288,371
"77507",750082754,391
"77508",750081426,391
"77509",750085508,391
"77510",750079912,371
"77511",750085305,371
"77512",750082398,371
"77513",750077465,391
"77514",750076240,371
"77515",750080903,362
"77516",750077237,364
"77517",750080841,362
"77518",750079300,371
"77519",750082396,371
"77520",750082344,371
"77521",750084623,362
"77522",750079297,371
"77523",750085008,391
"77524",750082335,371
"77525",750079296,371
"77526",750080652,371
"77527",750076244,371
"77528",750079669,391
"77529",750076241,371
"77530",750078445,371
"77531",750084108,391
"77532",750079664,391
"77533",750082402,371
"77534",750079673,391
"77535",750082751,391
"77536",750079270,371
"77537",750080942,371
"77538",750085527,391
"77539",750077433,391
"77540",750080950,371
"77541",750079552,362
"77542",750076246,371
"77543",750077855,391
"77544",750082329,371
"77545",750081712,362
"77546",750081704,362
"77547",750082743,391
"77548",750081566,364
"77549",750085500,391
"77550",750080555,364
"77551",750081444,391
"77552",750166288,362
"77553",750165920,362
"77554",750078636,371
"77555",750080651,371
"77556",750080931,362
"77557",750079670,391
"77558",750082397,371
"77559",750085328,391
"77560",750077802,362
"77561",750084102,391
"77562",750077853,391
"77563",750077803,362
"77564",750078442,371
"77565",750078199,391
"77566",750081451,391
"77567",750080886,371
"77568",750079289,371
"77569",750078649,362
"77570",750078441,371
"77571",750078616,371
"77572",750085292,371
"77573",750077793,362
"77574",750152832,364
"77575",750078202,391
"77576",750080557,364
"77577",750078195,391
"77578",750084592,371
"77579",750081446,391
"77580",750078198,391
"77581",750165921,362
"77582",750076133,371
"77583",750177270,11
"77584",750085323,391
"77585",750169116,371
"77586",750168683,362
"77587",750078197,391
"77588",750081709,362
"77589",750078193,391
"77590",750084112,391
"77591",750081713,362
"77592",750078436,371
"77593",750085499,391
"77594",750077437,391
"77595",750156173,371
"77596",750079551,362
"77597",750084609,362
"77598",750085335,391
"77599",750162543,362
"77600",750077794,362
"77601",750077807,362
"77602",750077796,362
"77603",750077792,362
"77604",750079921,371
"77605",750078439,371
"77606",750081445,391
"77607",750085301,371
"77608",750082394,371
"77609",750083929,371
"77610",750077788,362
"77611",750080930,362
"77612",750082404,371
"77613",750085337,391
"77614",750162542,362
"77615",750080847,362
"77616",750085332,391
"77617",750084605,362
"77618",750078192,391
"77619",750078201,391
"77620",750080947,371
"77621",750085488,391
"77622",750077804,362
"77623",750077800,362
"77624",750078440,371
"77625",750077806,362
"77626",750084599,371
"77627",750085283,391
"77628",750078200,391
"77629",750082745,391
"77630",750077790,362
"77631",750082401,371
"77632",750078434,371
"77633",750081440,391
"77634",750080926,362
"77635",750085017,391
"77636",750081431,391
"77637",750080552,364
"77638",750068577,311
"77639",750068517,451
"77640",750068573,311
"77641",750069457,451
"77642",750068544,451
"77643",750070080,566
"77644",750068575,311
"77645",750070084,566
"77646",750070049,542
"77647",750073795,542
"77648",750159650,451
"77649",750070088,566
"77650",750070036,542
"77651",750072648,451
"77652",750097067,451
"77653",750068552,451
"77654",750068471,451
"77655",750071456,542
"77656",750068540,451
"77657",750069454,451
"77658",750068511,451
"77659",750073239,542
"77660",750070103,566
"77661",750070379,311
"77662",750072620,451
"77663",750068472,451
"77664",750068461,451
"77665",750068550,451
"77666",750069451,451
"77667",750070094,566
"77668",750068467,451
"77669",750071475,542
"77670",750068486,451
"77671",750068571,311
"77672",750068558,451
"77673",750070194,542
"77674",750072616,451
"77675",750068475,451
"77676",750072647,451
"77677",750069449,451
"77678",750072642,542
"77679",750072640,542
"77680",750068570,311
"77681",750068548,451
"77682",750069981,542
"77683",750070199,542
"77684",750073787,542
"77685",750072622,451
"77686",750067142,542
"77687",750071486,542
"77688",750068477,451
"77689",750069456,451
"77690",750069448,451
"77691",750068468,451
"77692",750068484,451
"77693",750068528,451
"77694",750068509,451
"77695",750070150,566
"77696",750068465,451
"77697",750072659,542
"77698",750070157,566
"77699",750070196,542
"77700",750069971,542
"77701",750068478,451
"77702",750068502,451
"77703",750070044,542
"77704",750070149,566
"77705",750070093,566
"77706",750068512,451
"77707",750070128,566
"77708",750070137,566
"77709",750070155,566
"77710",750070108,311
"77711",750072613,451
"77712",750068482,451
"77713",750070055,542
"77714",750068483,451
"77715",750072627,451
"77716",750069453,451
"77717",750070025,542
"77718",750072656,542
"77719",750070141,566
"77720",750068481,451
"77721",750070136,566
"77722",750070151,566
"77723",750068473,451
"77724",750073898,311
"77725",750068499,451
"77726",750068520,451
"77727",750070198,542
"77728",750068546,451
"77729",750068469,451
"77730",750072645,451
"77731",750070116,566
"77732",750073262,542
"77733",750068496,451
"77734",750070115,566
"77735",750069455,451
"77736",750070101,566
"77737",750070159,566
"77738",750070056,542
"77739",750072643,451
"77740",750068581,311
"77741",750068487,451
"77742",750068498,451
"77743",750068474,451
"77744",750068476,451
"77745",750067476,451
"77746",750068566,451
"77747",750071461,542
"77748",750070089,566
"77749",750068463,451
"77750",750074598,311
"77751",750073771,542
"77752",750071482,542
"77753",750072658,542
"77754",750068565,451
"77755",750071489,542
"77756",750071463,542
"77757",750067147,542
"77758",750069959,451
"77759",750068580,311
"77760",750070063,542
"77761",750073240,542
"77762",750074901,451
"77763",750068645,566
"77764",750072614,451
"77765",750074893,451
"77766",750068513,451
"77767",750068497,451
"77768",750071500,542
"77769",750067148,542
"77770",750070058,542
"77771",750068508,451
"77772",750141790,566
"77773",750070154,566
"77774",750068466,451
"77775",750074594,311
"77776",750074590,311
"77777",750071479,542
"77778",750067474,451
"77779",750074884,451
"77780",750073329,311
"77781",750069987,542
"77782",750071472,542
"77783",750068553,451
"77784",750070140,566
"77785",750073324,311
"77786",750068523,451
"77787",750068464,451
"77788",750071485,542
"77789",750068480,451
"77790",750069477,451
"77791",750074596,311
"77792",750068495,451
"77793",750070675,451
"77794",750072650,451
"77795",750068521,451
"77796",750068490,451
"77797",750072617,451
"77798",750073246,542
"77799",750067141,542
"77800",750068462,451
"77801",750067464,451
"77802",750068549,451
"77803",750068578,311
"77804",750067489,451
"77805",750068488,451
"77806",750097402,542
"77807",750071480,542
"77808",750068579,311
"77809",750068539,451
"77810",750069450,451
"77811",750141900,311
"77812",750070057,542
"77813",750067480,451
"77814",750070665,311
"77815",750068538,451
"77816",750068630,566
"77817",750074591,311
"77818",750070293,311
"77819",750070110,311
"77820",750068492,451
"77821",750073332,311
"77822",750069977,542
"77823",750071459,542
"77824",750068522,451
"77825",750073265,542
"77826",750070144,566
"77827",750073781,542
"77828",750071487,542
"77829",750141538,542
"77830",750073254,542
"77831",750068569,311
"77832",750073890,451
"77833",750073897,311
"77834",750072641,542
"77835",750068547,451
"77836",750071477,542
"77837",750070120,566
"77838",750073242,542
"77839",750070667,311
"77840",750068557,451
"77841",750071478,542
"77842",750071484,542
"77843",750071471,542
"77844",750069467,451
"77845",750069471,451
"77846",750073737,542
"77847",750070294,311
"77848",750069452,451
"77849",750068524,451
"77850",750068584,311
"77851",750070139,566
"77852",750069958,451
"77853",750165504,542
"77854",750070104,566
"77855",750073385,451
"77856",750068501,451
"77857",750067478,451
"77858",750175782,542
"77859",750072812,451
"77860",750071497,542
"77861",750072651,451
"77862",750073775,542
"77863",750069970,542
"77864",750070200,542
"77865",750067140,542
"77866",750070135,566
"77867",750070681,311
"77868",750074592,311
"77869",750073327,311
"77870",750073286,542
"77871",750073648,542
"77872",750072621,451
"77873",750068554,451
"77874",750072634,451
"77875",750070197,542
"77876",750071458,542
"77877",750068503,451
"77878",750069988,542
"77879",750070045,542
"77880",750068563,451
"77881",750068519,451
"77882",750070678,451
"77883",750068555,451
"77884",750074593,311
"77885",750074887,451
"77886",750067152,542
"77887",750068561,451
"77888",750068500,451
"77889",750072655,542
"77890",750067156,542
"77891",750068567,451
"77892",750070077,566
"77893",750070158,566
"77894",750070138,566
"77895",750067160,542
"77896",750070096,566
"77897",750070162,566
"77898",750070160,566
"77899",750073377,451
"77900",750070143,566
"77901",750070156,566
"77902",750068505,451
"77903",750069974,542
"77904",750071649,451
"77905",750070061,542
"77906",750073000,311
"77907",750071492,542
"77908",750071466,542
"77909",750070030,542
"77910",750071468,542
"77911",750071496,542
"77912",750069478,451
"77913",750073899,311
"77914",750070662,311
"77915",750074898,451
"77916",750070127,566
"77917",750071460,542
"77918",750070123,566
"77919",750068551,451
"77920",750071501,542
"77921",750070054,542
"77922",750070090,566
"77923",750071467,542
"77924",750071491,542
"77925",750073891,451
"77926",750070105,311
"77927",750073892,451
"77928",750070100,566
"77929",750068532,451
"77930",750070125,566
"77931",750070099,566
"77932",750070034,542
"77933",750068582,311
"77934",750068479,451
"77935",750070152,566
"77936",750073248,542
"77937",750069466,451
"77938",750069469,451
"77939",750069980,542
"77940",750073791,542
"77941",750068559,451
"77942",750068643,566
"77943",750068631,566
"77944",750070050,542
"77945",750067159,542
"77946",750071646,451
"77947",750069972,542
"77948",750073785,542
"77949",750074586,311
"77950",750074589,311
"77951",750070083,566
"77952",750070167,566
"77953",750073397,451
"77954",750069473,451
"77955",750073896,311
"77956",750074888,451
"77957",750073901,311
"77958",750070153,566
"77959",750069983,542
"77960",750070195,542
"77961",750073264,542
"77962",750071498,542
"77963",750073779,542
"77964",750071473,542
"77965",750073646,542
"77966",750069476,451
"77967",750072815,451
"77968",750070131,566
"77969",750073786,542
"77970",750070082,566
"77971",750073789,542
"77972",750070145,566
"77973",750070679,451
"77974",750073002,311
"77975",750068526,451
"77976",750068494,451
"77977",750073261,542
"77978",750073253,542
"77979",750072819,451
"77980",750073651,542
"77981",750074012,451
"77982",750073662,542
"77983",750067479,451
"77984",750073773,542
"77985",750070032,542
"77986",750067465,451
"77987",750067157,542
"77988",750073244,542
"77989",750073798,542
"77990",750067135,542
"77991",750074588,311
"77992",750069468,451
"77993",750070064,542
"77994",750069989,542
"77995",750073386,451
"77996",750073394,451
"77997",750073889,451
"77998",750072628,451
"77999",750067466,451
"78000",750069976,542
"78001",750071494,542
"78002",750069991,542
"78003",750068525,451
"78004",750071474,542
"78005",750070041,542
"78006",750073241,542
"78007",750070033,542
"78008",750068572,311
"78009",750073233,542
"78010",750073677,542
"78011",750073797,542
"78012",750070111,311
"78013",750073667,542
"78014",750068470,451
"78015",750070142,566
"78016",750073335,311
"78017",750068531,451
"78018",750073659,542
"78019",750070038,542
"78020",750074897,451
"78021",750073236,542
"78022",750070112,311
"78023",750073649,542
"78024",750072637,451
"78025",750072612,451
"78026",750072609,451
"78027",750069968,542
"78028",750074587,311
"78029",750074597,311
"78030",750074595,311
"78031",750175781,542
"78032",750071163,542
"78033",750073886,451
"78034",750073391,451
"78035",750070203,566
"78036",750073396,451
"78037",750155139,451
"78038",750072816,451
"78039",750068515,451
"78040",750067469,451
"78041",750071462,542
"78042",750070052,542
"78043",750068583,311
"78044",750068493,451
"78045",750073782,542
"78046",750073784,542
"78047",750069962,542
"78048",750070680,311
"78049",750071490,542
"78050",750070677,451
"78051",750071499,542
"78052",750073380,451
"78053",750073234,542
"78054",750073392,451
"78055",750070109,311
"78056",750073288,542
"78057",750074895,451
"78058",750067472,451
"78059",750074016,451
"78060",750070210,566
"78061",750070086,566
"78062",750070106,311
"78063",750073661,542
"78064",750068644,566
"78065",750068637,566
"78066",750072611,451
"78067",750070097,566
"78068",750067144,542
"78069",750069969,542
"78070",750073801,542
"78071",750073792,542
"78072",750070087,566
"78073",750069963,542
"78074",750070037,542
"78075",750073379,451
"78076",750067149,542
"78077",750073374,451
"78078",750072820,451
"78079",750074890,451
"78080",750073895,311
"78081",750164201,542
"78082",750073772,542
"78083",750068518,451
"78084",750071476,542
"78085",750073800,542
"78086",750068574,311
"78087",750070664,311
"78088",750071457,542
"78089",750166648,542
"78090",750073255,542
"78091",750073673,542
"78092",750068651,566
"78093",750067150,542
"78094",750070295,311
"78095",750072999,311
"78096",750072639,451
"78097",750070209,566
"78098",750069966,542
"78099",750067139,542
"78100",750070043,542
"78101",750073259,542
"78102",750070119,566
"78103",750073670,542
"78104",750068648,566
"78105",750072608,451
"78106",750073280,542
"78107",750072652,451
"78108",750072998,311
"78109",750074014,451
"78110",750071493,542
"78111",750068649,566
"78112",750073387,451
"78113",750067138,542
"78114",750068628,566
"78115",750070095,566
"78116",750073894,311
"78117",750068633,566
"78118",750070380,311
"78119",750068564,451
"78120",750073887,451
"78121",750074896,451
"78122",750069985,542
"78123",750071465,542
"78124",750068529,451
"78125",750070059,542
"78126",750155186,542
"78127",750073794,542
"78128",750071495,542
"78129",750072649,451
"78130",750071470,542
"78131",750073769,542
"78132",750070132,566
"78133",750171235,566
"78134",750068636,566
"78135",750070098,566
"78136",750069472,451
"78137",750160648,311
"78138",750067151,542
"78139",750073235,542
"78140",750070205,566
"78141",750074020,451
"78142",750074004,451
"78143",750146211,566
"78144",750068627,566
"78145",750073269,542
"78146",750074002,451
"78147",750073251,542
"78148",750073330,311
"78149",750073326,311
"78150",750071647,451
"78151",750070133,566
"78152",750072607,451
"78153",750069986,542
"78154",750068640,566
"78155",750074894,451
"78156",750071158,542
"78157",750070107,311
"78158",750073675,542
"78159",750073375,451
"78160",750073393,451
"78161",750074904,451
"78162",750067145,542
"78163",750067485,451
"78164",750070040,542
"78165",750068514,451
"78166",750068530,451
"78167",750073378,451
"78168",750068535,451
"78169",750070118,566
"78170",750073388,451
"78171",750068576,311
"78172",750073381,451
"78173",750070031,542
"78174",750068506,451
"78175",750073671,542
"78176",750073249,542
"78177",750074001,451
"78178",750171234,542
"78179",750070079,566
"78180",750070168,566
"78181",750146743,542
"78182",750070202,566
"78183",750070204,566
"78184",750072618,451
"78185",750073266,542
"78186",750156463,451
"78187",750073258,542
"78188",750067163,542
"78189",750070046,542
"78190",750067468,451
"78191",750072997,311
"78192",750074029,451
"78193",750072644,451
"78194",750068641,566
"78195",750071164,542
"78196",750073373,451
"78197",750068638,566
"78198",750073770,542
"78199",750073001,311
"78200",750073783,542
"78201",750073384,451
"78202",750069978,542
"78203",750069965,542
"78204",750073334,311
"78205",750071469,542
"78206",750070663,311
"78207",750070682,311
"78208",750073776,542
"78209",750070206,566
"78210",750072993,311
"78211",750070666,311
"78212",750074018,451
"78213",750073780,542
"78214",750070166,566
"78215",750074892,451
"78216",750068504,451
"78217",750161110,311
"78218",750070169,566
"78219",750072626,451
"78220",750070051,542
"78221",750068541,451
"78222",750071168,542
"78223",750068614,451
"78224",750072636,451
"78225",750070035,542
"78226",750070122,566
"78227",750074025,451
"78228",750072810,451
"78229",750073888,451
"78230",750070129,566
"78231",750068635,566
"78232",750073325,311
"78233",750067155,542
"78234",750068618,451
"78235",750071162,542
"78236",750070113,311
"78237",750074015,451
"78238",750073268,542
"78239",750070091,566
"78240",750073376,451
"78241",750073276,542
"78242",750073647,542
"78243",750074902,451
"78244",750072811,451
"78245",750071488,542
"78246",750071481,542
"78247",750069475,451
"78248",750074019,451
"78249",750072624,451
"78250",750073399,451
"78251",750068615,451
"78252",750070130,566
"78253",750073655,542
"78254",750071648,451
"78255",750073654,542
"78256",750070164,566
"78257",750067143,542
"78258",750073277,542
"78259",750072623,451
"78260",750073328,311
"78261",750073263,542
"78262",750073666,542
"78263",750068626,566
"78264",750073289,542
"78265",750072615,451
"78266",750070163,566
"78267",750068650,566
"78268",750072657,542
"78269",750072817,451
"78270",750067487,451
"78271",750175783,542
"78272",750070114,566
"78273",750073778,542
"78274",750068616,451
"78275",750068619,451
"78276",750069960,451
"78277",750068639,566
"78278",750074024,451
"78279",750068621,451
"78280",750069964,542
"78281",750067471,451
"78282",750070048,542
"78283",750070146,566
"78284",750068562,451
"78285",750067483,451
"78286",750069967,542
"78287",750073790,542
"78288",750071483,542
"78289",750067137,542
"78290",750074027,451
"78291",750068647,566
"78292",750073232,542
"78293",750069474,451
"78294",750070126,566
"78295",750073777,542
"78296",750074010,451
"78297",750167139,451
"78298",750074891,451
"78299",750068545,451
"78300",750073256,542
"78301",750074003,451
"78302",750073270,542
"78303",750070026,542
"78304",750072630,451
"78305",750071159,542
"78306",750074009,451
"78307",750097071,451
"78308",750072996,311
"78309",750073383,451
"78310",750073389,451
"78311",750074885,451
"78312",750067484,451
"78313",750070102,566
"78314",750067475,451
"78315",750068646,566
"78316",750074017,451
"78317",750074006,451
"78318",750067136,542
"78319",750073237,542
"78320",750072631,451
"78321",750073243,542
"78322",750073793,542
"78323",750067470,451
"78324",750073285,542
"78325",750074886,451
"78326",750155138,451
"78327",750072646,451
"78328",750071464,542
"78329",750073247,542
"78330",750068625,566
"78331",750073281,542
"78332",750067482,451
"78333",750074011,451
"78334",750143634,451
"78335",750070029,542
"78336",750073390,451
"78337",750073398,451
"78338",750072654,451
"78339",750070124,566
"78340",750073245,542
"78341",750073273,542
"78342",750069979,542
"78343",750068568,451
"78344",750073796,542
"78345",750072619,451
"78346",750068537,451
"78347",750067467,451
"78348",750069470,451
"78349",750072610,451
"78350",750073799,542
"78351",750070292,311
"78352",750069973,542
"78353",750069982,542
"78354",750072635,451
"78355",750073652,542
"78356",750074022,451
"78357",750074026,451
"78358",750073250,542
"78359",750068556,451
"78360",750073660,542
"78361",750068617,451
"78362",750073260,542
"78363",750073657,542
"78364",750072660,542
"78365",750072629,451
"78366",750074900,451
"78367",750068536,451
"78368",750072813,451
"78369",750068632,566
"78370",750068485,451
"78371",750070039,542
"78372",750155187,542
"78373",750068634,566
"78374",750070117,566
"78375",750074899,451
"78376",750072653,451
"78377",750074021,451
"78378",750073400,451
"78379",750074008,451
"78380",750073238,542
"78381",750072638,451
"78382",750070081,566
"78383",750067477,451
"78384",750070161,566
"78385",750072807,451
"78386",750073395,451
"78387",750073674,542
"78388",750068620,451
