"","Code_voie","Type.de.voie","Nom.de.la.voie","N..D�but.exclu.sauf.0.","Bis.Ter.Quat.","N..fin.inclus","Bis.Ter.Quat..1","Pair..P..Impair..I.","Ecole"
"1","0002","RUE DE L","ABBAYE",0,"",9999,"","i","Ecole maternelle 40 RUE MADAME - PARIS 06"
"2","0002","RUE DE L","ABBAYE",0,"",9999,"","i","Ecole maternelle 16 RUE SAINT BENOIT - PARIS 06"
"3","0002","RUE DE L","ABBAYE",0,"",9999,"","p","Ecole maternelle 40 RUE MADAME - PARIS 06"
"4","0002","RUE DE L","ABBAYE",0,"",9999,"","p","Ecole maternelle 16 RUE SAINT BENOIT - PARIS 06"
"5","0003","RUE DE L","ABBE CARTON",0,"",9999,"","i","Ecole maternelle 23 RUE JACQUIER - PARIS 14"
"6","0003","RUE DE L","ABBE CARTON",0,"",9999,"","p","Ecole maternelle 23 RUE JACQUIER - PARIS 14"
"7","0004","RUE DE L","ABBE DE L EPEE",0,"",9999,"","i","Ecole maternelle 242 RUE SAINT JACQUES - PARIS 05"
"8","0004","RUE DE L","ABBE DE L EPEE",0,"",9999,"","p","Ecole maternelle 242 RUE SAINT JACQUES - PARIS 05"
"9","0005","PLACE","ABBE GEORGES HENOCQUE",0,"",9999,"","i","Ecole maternelle 157 RUE DE TOLBIAC - PARIS 13"
"10","0005","PLACE","ABBE GEORGES HENOCQUE",0,"",9999,"","p","Ecole maternelle 157 RUE DE TOLBIAC - PARIS 13"
"11","0006","RUE DE L","ABBE GILLET",0,"",9999,"","i","Ecole maternelle 25 RUE DE PASSY - PARIS 16"
"12","0006","RUE DE L","ABBE GILLET",0,"",9999,"","p","Ecole maternelle 25 RUE DE PASSY - PARIS 16"
"13","0007","PLACE DE L","ABBE JEAN LEBEUF",0,"",9999,"","i","Ecole élémentaire 69 RUE DE L'OUEST - PARIS 14"
"14","0007","PLACE DE L","ABBE JEAN LEBEUF",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"15","0008","RUE DE L","ABBE GREGOIRE",0,"",17,"","i","Ecole maternelle 6 RUE LITTRE - PARIS 06"
"16","0008","RUE DE L","ABBE GREGOIRE",17,"",9999,"","i","Ecole maternelle 6 RUE LITTRE - PARIS 06"
"17","0008","RUE DE L","ABBE GREGOIRE",0,"",18,"","p","Ecole maternelle 6 RUE LITTRE - PARIS 06"
"18","0008","RUE DE L","ABBE GREGOIRE",18,"",9999,"","p","Ecole maternelle 6 RUE LITTRE - PARIS 06"
"19","0010","RUE DE L","ABBE GROULT",0,"",89,"","i","Ecole maternelle 56 AVENUE FELIX FAURE - PARIS 15"
"20","0010","RUE DE L","ABBE GROULT",89,"",111,"","i","Ecole élémentaire 28 rue Dombasle - PARIS 15"
"21","0010","RUE DE L","ABBE GROULT",111,"",9999,"","i","Ecole maternelle 42 RUE D'ALLERAY - PARIS 15"
"22","0010","RUE DE L","ABBE GROULT",0,"",86,"","p","Ecole maternelle 56 AVENUE FELIX FAURE - PARIS 15"
"23","0010","RUE DE L","ABBE GROULT",86,"",108,"","p","Ecole élémentaire 28 rue Dombasle - PARIS 15"
"24","0010","RUE DE L","ABBE GROULT",108,"",9999,"","p","Ecole maternelle 42 RUE D'ALLERAY - PARIS 15"
"25","0011","RUE DE L","ABBE MIGNE",0,"",9999,"","i","Ecole maternelle 40 RUE DES ARCHIVES - PARIS 04"
"26","0011","RUE DE L","ABBE MIGNE",0,"",9999,"","p","Ecole maternelle 40 RUE DES ARCHIVES - PARIS 04"
"27","0012","RUE DE L","ABBE PATUREAU",0,"",9999,"","i","Ecole maternelle 1 PLACE CONSTANTIN PECQUEUR - PARIS 18"
"28","0012","RUE DE L","ABBE PATUREAU",0,"",9999,"","p","Ecole maternelle 1 PLACE CONSTANTIN PECQUEUR - PARIS 18"
"29","0013","RUE DE L","ABBE ROGER DERRY",0,"",9999,"","i","Ecole maternelle 3 PLACE DU CARDINAL AMETTE - PARIS 15"
"30","0013","RUE DE L","ABBE ROGER DERRY",0,"",9999,"","p","Ecole maternelle 13 RUE CEPRE - PARIS 15"
"31","0014","RUE DE L","ABBE ROUSSELOT",0,"",9999,"","i","Ecole maternelle 24 RUE CHRISTINE DE PISAN - PARIS 17"
"32","0014","RUE DE L","ABBE ROUSSELOT",0,"",9999,"","p","Ecole maternelle 24 RUE CHRISTINE DE PISAN - PARIS 17"
"33","0015","AVENUE","ABBE ROUSSEL",0,"",9999,"","i","Ecole maternelle 9 RUE DE BOULAINVILLIERS - PARIS 16"
"34","0015","AVENUE","ABBE ROUSSEL",0,"",9999,"","i","Ecole maternelle 18 RUE GROS - PARIS 16"
"35","0015","AVENUE","ABBE ROUSSEL",0,"",9999,"","p","Ecole maternelle 9 RUE DE BOULAINVILLIERS - PARIS 16"
"36","0015","AVENUE","ABBE ROUSSEL",0,"",9999,"","p","Ecole maternelle 18 RUE GROS - PARIS 16"
"37","0016","PLACE DE L","ABBE BASSET",0,"",9999,"","i","Ecole maternelle 23 RUE CUJAS - PARIS 05"
"38","0016","PLACE DE L","ABBE BASSET",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"39","0017","PASSAGE DES","ABBESSES",0,"",9999,"","i","Ecole maternelle 56 RUE D'ORSEL - PARIS 18"
"40","0017","PASSAGE DES","ABBESSES",0,"",9999,"","p","Ecole maternelle 56 RUE D'ORSEL - PARIS 18"
"41","0018","PLACE DES","ABBESSES",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"42","0018","PLACE DES","ABBESSES",0,"",9999,"","p","Ecole maternelle 56 RUE D'ORSEL - PARIS 18"
"43","0019","RUE DES","ABBESSES",0,"",9999,"","i","Ecole maternelle 56 RUE D'ORSEL - PARIS 18"
"44","0019","RUE DES","ABBESSES",0,"",9999,"","p","Ecole maternelle 56 RUE D'ORSEL - PARIS 18"
"45","0020","RUE DE L","ABBE SOULANGE BODIN",0,"",9999,"","i","Ecole élémentaire 69 RUE DE L'OUEST - PARIS 14"
"46","0020","RUE DE L","ABBE SOULANGE BODIN",0,"",9999,"","p","Ecole élémentaire 69 RUE DE L'OUEST - PARIS 14"
"47","0021","RUE D","ABBEVILLE",0,"",17,"","i","Ecole maternelle 11 rue LEON SCHWARTZENBERG - PARIS 10"
"48","0021","RUE D","ABBEVILLE",17,"",9999,"","i","Ecole maternelle 22 RUE DE ROCHECHOUART - PARIS 09"
"49","0021","RUE D","ABBEVILLE",0,"",16,"","p","Ecole maternelle 11 rue LEON SCHWARTZENBERG - PARIS 10"
"50","0021","RUE D","ABBEVILLE",16,"",9999,"","p","Ecole maternelle 22 RUE DE ROCHECHOUART - PARIS 09"
"51","0023","RUE","ABEL",0,"",9999,"","i","Ecole maternelle 7 RUE JEAN BOUTON - PARIS 12"
"52","0023","RUE","ABEL",0,"",9999,"","p","Ecole maternelle 7 RUE JEAN BOUTON - PARIS 12"
"53","0024","PLACE DE L","ABBE FRANZ STOCK",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"54","0024","PLACE DE L","ABBE FRANZ STOCK",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"55","0025","RUE","ABEL FERRY",0,"",9999,"","i","Ecole maternelle 162 BOULEVARD MURAT - PARIS 16"
"56","0025","RUE","ABEL FERRY",0,"",9999,"","p","Ecole maternelle 162 BOULEVARD MURAT - PARIS 16"
"57","0026","RUE","ABEL GANCE",0,"",9999,"","i","Ecole élémentaire 8-10 RUE GEORGE BALANCHINE - PARIS 13"
"58","0026","RUE","ABEL GANCE",0,"",9999,"","p","Ecole élémentaire 8-10 RUE GEORGE BALANCHINE - PARIS 13"
"59","0027","RUE","ABEL HOVELACQUE",0,"",9999,"","i","Ecole maternelle 28 AVENUE STEPHEN PICHON - PARIS 13"
"60","0027","RUE","ABEL HOVELACQUE",0,"",9999,"","p","Ecole maternelle 28 AVENUE STEPHEN PICHON - PARIS 13"
"61","0028","RUELLE DU","PERE FRAGILE",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"62","0028","RUELLE DU","PERE FRAGILE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"63","0030","PASSAGE","ABEL LEBLANC",0,"",9999,"","i","Ecole maternelle 70 AVENUE DAUMESNIL - PARIS 12"
"64","0030","PASSAGE","ABEL LEBLANC",0,"",9999,"","p","Ecole maternelle 70 AVENUE DAUMESNIL - PARIS 12"
"65","0032","RUE","ABEL RABAUD",0,"",9999,"","i","Ecole maternelle 39 RUE DES TROIS BORNES - PARIS 11"
"66","0032","RUE","ABEL RABAUD",0,"",9999,"","p","Ecole maternelle 39 RUE DES TROIS BORNES - PARIS 11"
"67","0034","RUE","ABEL TRUCHET",0,"",9999,"","i","Ecole maternelle 48 RUE DE SAUSSURE - PARIS 17"
"68","0034","RUE","ABEL TRUCHET",0,"",9999,"","i","Ecole élémentaire 10 RUE BOURSAULT - PARIS 17"
"69","0034","RUE","ABEL TRUCHET",0,"",9999,"","p","Ecole élémentaire 15 RUE TRUFFAUT - PARIS 17"
"70","0036","RUE D","ABOUKIR",0,"",79,"","i","Ecole maternelle 11 RUE VIVIENNE - PARIS 02"
"71","0036","RUE D","ABOUKIR",79,"",9999,"","i","Ecole maternelle 221 RUE SAINT DENIS - PARIS 02"
"72","0036","RUE D","ABOUKIR",0,"",78,"","p","Ecole maternelle 11 RUE VIVIENNE - PARIS 02"
"73","0036","RUE D","ABOUKIR",78,"",9999,"","p","Ecole maternelle 221 RUE SAINT DENIS - PARIS 02"
"74","0038","RUE DE L","ABREUVOIR",0,"",9999,"","i","Ecole maternelle 1 PLACE CONSTANTIN PECQUEUR - PARIS 18"
"75","0038","RUE DE L","ABREUVOIR",0,"",9999,"","p","Ecole maternelle 1 PLACE CONSTANTIN PECQUEUR - PARIS 18"
"76","0041","PASSAGE DES","ACACIAS",0,"",9999,"","i","Ecole maternelle 16 RUE DU COLONEL MOLL - PARIS 17"
"77","0041","PASSAGE DES","ACACIAS",0,"",9999,"","p","Ecole maternelle 16 RUE DU COLONEL MOLL - PARIS 17"
"78","0042","RUE DES","ACACIAS",0,"",9999,"","i","Ecole maternelle 16 RUE DU COLONEL MOLL - PARIS 17"
"79","0042","RUE DES","ACACIAS",0,"",9999,"","p","Ecole maternelle 16 RUE DU COLONEL MOLL - PARIS 17"
"80","0044","RUE","ACHILLE",0,"",9999,"","i","Ecole maternelle 26 RUE DE LA COUR DES NOUES - PARIS 20"
"81","0044","RUE","ACHILLE",0,"",9999,"","p","Ecole maternelle 26 RUE DE LA COUR DES NOUES - PARIS 20"
"82","0046","RUE","ACHILLE LUCHAIRE",0,"",9999,"","i","Ecole maternelle 15 RUE ANTOINE CHANTIN - PARIS 14"
"83","0046","RUE","ACHILLE LUCHAIRE",0,"",9999,"","p","Ecole maternelle 15 RUE ANTOINE CHANTIN - PARIS 14"
"84","0048","RUE","ACHILLE MARTINET",0,"",9999,"","i","Ecole maternelle 4 RUE VAUVENARGUES - PARIS 18"
"85","0048","RUE","ACHILLE MARTINET",0,"",9999,"","p","Ecole maternelle 4 RUE VAUVENARGUES - PARIS 18"
"86","0051","SQUARE","ADANSON",0,"",9999,"","i","Ecole maternelle 97 RUE MOUFFETARD - PARIS 05"
"87","0051","SQUARE","ADANSON",0,"",9999,"","p","Ecole maternelle 97 RUE MOUFFETARD - PARIS 05"
"88","0053","RUE DE L","ADJUDANT REAU",0,"",9999,"","i","Ecole maternelle 12 RUE BRETONNEAU - PARIS 20"
"89","0053","RUE DE L","ADJUDANT REAU",0,"",9999,"","p","Ecole maternelle 12 RUE BRETONNEAU - PARIS 20"
"90","0054","PLACE DE L","ADJUDANT VINCENOT",0,"",9999,"","i","Ecole élémentaire B 4 RUE PIERRE FONCIN - PARIS 20"
"91","0054","PLACE DE L","ADJUDANT VINCENOT",0,"",9999,"","i","Ecole maternelle 2 RUE PIERRE FONCIN - PARIS 20"
"92","0054","PLACE DE L","ADJUDANT VINCENOT",0,"",9999,"","p","Ecole élémentaire B 4 RUE PIERRE FONCIN - PARIS 20"
"93","0054","PLACE DE L","ADJUDANT VINCENOT",0,"",9999,"","p","Ecole maternelle 2 RUE PIERRE FONCIN - PARIS 20"
"94","0055","RUE","ADOLPHE ADAM",0,"",9999,"","i","Ecole maternelle 40 RUE DES ARCHIVES - PARIS 04"
"95","0055","RUE","ADOLPHE ADAM",0,"",9999,"","p","Ecole maternelle 40 RUE DES ARCHIVES - PARIS 04"
"96","0057","PLACE","ADOLPHE CHERIOUX",0,"",9999,"","i","Ecole maternelle 33 RUE DE L AMIRAL ROUSSIN - PARIS 15"
"97","0057","PLACE","ADOLPHE CHERIOUX",0,"",9999,"","p","Ecole maternelle 6 RUE GERBERT - PARIS 15"
"98","0059","RUE","ADOLPHE FOCILLON",0,"",9999,"","i","Ecole maternelle 34 RUE SARRETTE - PARIS 14"
"99","0059","RUE","ADOLPHE FOCILLON",0,"",9999,"","p","Ecole maternelle 34 RUE SARRETTE - PARIS 14"
"100","0060","RUE","ADOLPHE JULLIEN",0,"",9999,"","i","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01"
"101","0060","RUE","ADOLPHE JULLIEN",0,"",9999,"","p","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01"
"102","0061","PLACE","ADOLPHE MAX",0,"",9999,"","i","Ecole maternelle 34 RUE DE BRUXELLES - PARIS 09"
"103","0061","PLACE","ADOLPHE MAX",0,"",9999,"","p","Ecole maternelle 34 RUE DE BRUXELLES - PARIS 09"
"104","0062","RUE","ADOLPHE MILLE",0,"",9999,"","i","Ecole maternelle 11 - 17 RUE GEORGES THILL - PARIS 19"
"105","0062","RUE","ADOLPHE MILLE",0,"",9999,"","p","Ecole maternelle 11 - 17 RUE GEORGES THILL - PARIS 19"
"106","0064","RUE","ADOLPHE YVON",0,"",9999,"","i","Ecole maternelle 130 RUE DE LONGCHAMP - PARIS 16"
"107","0064","RUE","ADOLPHE YVON",0,"",9999,"","p","Ecole maternelle 130 RUE DE LONGCHAMP - PARIS 16"
"108","0066","VILLA DE L","ADOUR",0,"",9999,"","i","Ecole maternelle 1 RUE DE PALESTINE - PARIS 19"
"109","0066","VILLA DE L","ADOUR",0,"",9999,"","p","Ecole maternelle 1 RUE DE PALESTINE - PARIS 19"
"110","0068","AVENUE","ADRIEN HEBRARD",0,"",9999,"","i","Ecole maternelle 18 RUE SERGE PROKOFIEV - PARIS 16"
"111","0068","AVENUE","ADRIEN HEBRARD",0,"",9999,"","p","Ecole maternelle 18 RUE SERGE PROKOFIEV - PARIS 16"
"112","0071","CITE","ADRIENNE",0,"",9999,"","i","Ecole maternelle 9 RUE DE LESSEPS - PARIS 20"
"113","0071","CITE","ADRIENNE",0,"",9999,"","p","Ecole maternelle 9 RUE DE LESSEPS - PARIS 20"
"114","0072","VILLA","ADRIENNE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"115","0072","VILLA","ADRIENNE",0,"",9999,"","p","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14"
"116","0074","ALLEE","ADRIENNE LECOUVREUR",0,"",9999,"","i","Ecole maternelle 28 AVENUE RAPP - PARIS 07"
"117","0074","ALLEE","ADRIENNE LECOUVREUR",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"118","0076","VILLA","ADRIENNE SIMON",0,"",9999,"","i","Ecole maternelle 23 RUE BOULARD - PARIS 14"
"119","0076","VILLA","ADRIENNE SIMON",0,"",9999,"","p","Ecole maternelle 23 RUE BOULARD - PARIS 14"
"120","0077","PLACE","ADRIEN OUDIN",0,"",9999,"","i","Ecole maternelle 11 RUE DE LA GRANGE BATELIERE - PARIS 09"
"121","0077","PLACE","ADRIEN OUDIN",0,"",9999,"","p","Ecole maternelle 11 RUE DE LA GRANGE BATELIERE - PARIS 09"
"122","0087","RUE","AFFRE",0,"",11,"","i","Ecole maternelle 3 RUE SAINT LUC - PARIS 18"
"123","0087","RUE","AFFRE",11,"",9999,"","i","Ecole maternelle 3 RUE SAINT LUC - PARIS 18"
"124","0087","RUE","AFFRE",0,"",16,"","p","Ecole maternelle 3 RUE SAINT LUC - PARIS 18"
"125","0087","RUE","AFFRE",16,"",9999,"","p","Ecole maternelle 3 RUE SAINT LUC - PARIS 18"
"126","0091","RUE","AGAR",0,"",9999,"","i","Ecole maternelle 9 RUE DE BOULAINVILLIERS - PARIS 16"
"127","0091","RUE","AGAR",0,"",9999,"","i","Ecole maternelle 18 RUE GROS - PARIS 16"
"128","0091","RUE","AGAR",0,"",9999,"","p","Ecole maternelle 9 RUE DE BOULAINVILLIERS - PARIS 16"
"129","0091","RUE","AGAR",0,"",9999,"","p","Ecole maternelle 18 RUE GROS - PARIS 16"
"130","0093","RUE DE L","AGENT BAILLY",0,"",9999,"","i","Ecole maternelle 5 RUE MILTON - PARIS 09"
"131","0093","RUE DE L","AGENT BAILLY",0,"",9999,"","p","Ecole maternelle 5 RUE MILTON - PARIS 09"
"132","0096","RUE","AGRIPPA D AUBIGNE",0,"",9999,"","i","Ecole maternelle 18 RUE POULLETIER - PARIS 04"
"133","0096","RUE","AGRIPPA D AUBIGNE",0,"",9999,"","p","Ecole maternelle 18 RUE POULLETIER - PARIS 04"
"134","0098","RUE D","AGUESSEAU",0,"",9999,"","i","Ecole maternelle 16 RUE ROQUEPINE - PARIS 08"
"135","0098","RUE D","AGUESSEAU",0,"",9999,"","p","Ecole maternelle 16 RUE ROQUEPINE - PARIS 08"
"136","0111","SQUARE DE L","AIDE SOCIALE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"137","0111","SQUARE DE L","AIDE SOCIALE",0,"",9999,"","p","Ecole maternelle 55-61 RUE MAURICE RIPOCHE - PARIS 14"
"138","0112","VILLA DES","AIGRETTES",0,"",9999,"","i","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19"
"139","0112","VILLA DES","AIGRETTES",0,"",9999,"","p","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19"
"140","0113","RUE","AIME LAVY",0,"",9999,"","i","Ecole maternelle 77 RUE DU MONT CENIS - PARIS 18"
"141","0113","RUE","AIME LAVY",0,"",9999,"","p","Ecole maternelle 77 RUE DU MONT CENIS - PARIS 18"
"142","0114","PLACE","AIME MAILLART",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"143","0114","PLACE","AIME MAILLART",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"144","0115","RUE","AIME MOROT",0,"",9999,"","i","Ecole maternelle 29 RUE DES LONGUES RAIES - PARIS 13"
"145","0115","RUE","AIME MOROT",0,"",9999,"","p","Ecole maternelle 29 RUE DES LONGUES RAIES - PARIS 13"
"146","0116","QUAI","AIME CESAIRE",0,"",9999,"","I","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"147","0116","QUAI","AIME CESAIRE",0,"",9999,"","P","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01"
"148","0117","RUE DE L","AISNE",0,"",9999,"","i","Ecole maternelle 8 RUE BARBANEGRE - PARIS 19"
"149","0117","RUE DE L","AISNE",0,"",9999,"","p","Ecole maternelle 8 RUE BARBANEGRE - PARIS 19"
"150","0119","RUE D","AIX",0,"",9999,"","i","Ecole maternelle 155 AVENUE PARMENTIER - PARIS 10"
"151","0119","RUE D","AIX",0,"",9999,"","p","Ecole maternelle 155 AVENUE PARMENTIER - PARIS 10"
"152","0124","SQUARE D","AJACCIO",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"153","0124","SQUARE D","AJACCIO",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"154","0130","RUE","ALAIN",0,"",9999,"","i","Ecole maternelle 13 RUE DE L'OUEST - PARIS 14"
"155","0130","RUE","ALAIN",0,"",9999,"","p","Ecole maternelle 13 RUE DE L'OUEST - PARIS 14"
"156","0131","RUE","ALAIN CHARTIER",0,"",35,"","i","Ecole maternelle 6 RUE GERBERT - PARIS 15"
"157","0131","RUE","ALAIN CHARTIER",35,"",9999,"","i","Ecole élémentaire 28 rue Dombasle - PARIS 15"
"158","0131","RUE","ALAIN CHARTIER",0,"",9999,"","p","Ecole maternelle 6 RUE GERBERT - PARIS 15"
"159","0132","SQUARE","ALAIN FOURNIER",0,"",9999,"","i","Ecole maternelle 7 SQUARE ALAIN-FOURNIER - PARIS 14"
"160","0132","SQUARE","ALAIN FOURNIER",0,"",9999,"","p","Ecole maternelle 7 SQUARE ALAIN-FOURNIER - PARIS 14"
"161","0133","RUE","ALASSEUR",0,"",9999,"","i","Ecole maternelle 3 PLACE DU CARDINAL AMETTE - PARIS 15"
"162","0133","RUE","ALASSEUR",0,"",9999,"","p","Ecole maternelle 3 PLACE DU CARDINAL AMETTE - PARIS 15"
"163","0134","SQUARE","ALBAN SATRAGNE",0,"",9999,"","i","Ecole maternelle 11 rue LEON SCHWARTZENBERG - PARIS 10"
"164","0134","SQUARE","ALBAN SATRAGNE",0,"",9999,"","p","Ecole maternelle 11 rue LEON SCHWARTZENBERG - PARIS 10"
"165","0135","RUE","ALBERT ROUSSEL",0,"",9999,"","i","Ecole élémentaire 5 RUE MARGUERITE LONG - PARIS 17"
"166","0135","RUE","ALBERT ROUSSEL",0,"",9999,"","p","Ecole élémentaire 5 RUE MARGUERITE LONG - PARIS 17"
"167","0136","RUE","ALBERIC MAGNARD",0,"",9999,"","i","Ecole maternelle 18 RUE SERGE PROKOFIEV - PARIS 16"
"168","0136","RUE","ALBERIC MAGNARD",0,"",9999,"","p","Ecole maternelle 18 RUE SERGE PROKOFIEV - PARIS 16"
"169","0137","RUE","ALBERT MARQUET",0,"",9999,"","i","Ecole maternelle 18 RUE DU CLOS - PARIS 20"
"170","0137","RUE","ALBERT MARQUET",0,"",9999,"","p","Ecole maternelle 18 RUE DU CLOS - PARIS 20"
"171","0138","RUE","ALBERT CAMUS",0,"",9999,"","i","Ecole maternelle 5 RUE BOY ZELENSKI - PARIS 10"
"172","0138","RUE","ALBERT CAMUS",0,"",9999,"","p","Ecole maternelle 5 RUE BOY ZELENSKI - PARIS 10"
"173","0139","RUE","ALBERT",0,"",9999,"","i","Ecole maternelle 31 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"174","0139","RUE","ALBERT",0,"",9999,"","p","Ecole maternelle 9 RUE FRANC NOHAIN - PARIS 13"
"175","0141","AVENUE","ALBERT BARTHOLOME",0,"",9999,"","i","Ecole maternelle 5 AVENUE DE LA PORTE BRANCION - PARIS 15"
"176","0141","AVENUE","ALBERT BARTHOLOME",0,"",9999,"","p","Ecole maternelle 5 AVENUE DE LA PORTE BRANCION - PARIS 15"
"177","0142","SQUARE","ALBERT BARTHOLOME",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"178","0142","SQUARE","ALBERT BARTHOLOME",0,"",9999,"","p","Ecole maternelle 5 AVENUE DE LA PORTE BRANCION - PARIS 15"
"179","0143","PLACE","ALBERT KAHN",0,"",9999,"","i","Ecole maternelle 72 RUE CHAMPIONNET - PARIS 18"
"180","0143","PLACE","ALBERT KAHN",0,"",9999,"","p","Ecole maternelle 72 RUE CHAMPIONNET - PARIS 18"
"181","0144","RUE","ALBERT BAYET",0,"",9999,"","i","Ecole maternelle 8 RUE RICAUT - PARIS 13"
"182","0144","RUE","ALBERT BAYET",0,"",9999,"","p","Ecole maternelle 8 RUE RICAUT - PARIS 13"
"183","0145","RUE","ALBERT DE LAPPARENT",0,"",9999,"","i","Ecole maternelle 14 RUE EBLE - PARIS 07"
"184","0145","RUE","ALBERT DE LAPPARENT",0,"",9999,"","p","Ecole maternelle 14 RUE EBLE - PARIS 07"
"185","0146","AVENUE","ALBERT DE MUN",0,"",9999,"","i","Ecole maternelle 56 RUE BOISSIERE - PARIS 16"
"186","0146","AVENUE","ALBERT DE MUN",0,"",9999,"","p","Ecole maternelle 56 RUE BOISSIERE - PARIS 16"
"187","0147","SQUARE","ALBERT TOURNAIRE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"188","0147","SQUARE","ALBERT TOURNAIRE",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"189","0148","RUE","ALBERT MALET",0,"",9999,"","i","Ecole maternelle 16 BOULEVARD CARNOT - PARIS 12"
"190","0148","RUE","ALBERT MALET",0,"",9999,"","p","Ecole maternelle 16 BOULEVARD CARNOT - PARIS 12"
"191","0149","RUE","ALBERT WILLEMETZ",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"192","0149","RUE","ALBERT WILLEMETZ",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
