"","Code_voie","Type.de.voie","Nom.de.la.voie","N..D�but.exclu.sauf.0.","Bis.Ter.Quat.","N..fin.inclus","Bis.Ter.Quat..1","Pair..P..Impair..I.","Ecole"
"9519","6423","PASSAGE","MONTGALLET",0,"",9999,"","p","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9520","6424","RUE","MONTGALLET",0,"",9999,"","i","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12"
"9521","6424","RUE","MONTGALLET",0,"",9999,"","i","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9522","6424","RUE","MONTGALLET",0,"",9999,"","p","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12"
"9523","6424","RUE","MONTGALLET",0,"",9999,"","p","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9524","6426","RUE","MONTGOLFIER",0,"",9999,"","i","Ecole élémentaire 6 RUE VAUCANSON - PARIS 03"
"9525","6426","RUE","MONTGOLFIER",0,"",9999,"","p","Ecole élémentaire 8 RUE DES VERTUS - PARIS 03"
"9526","6428","CITE","MONTHIERS",0,"",9999,"","i","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"9527","6428","CITE","MONTHIERS",0,"",9999,"","p","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"9528","6430","RUE DE","MONTHOLON",0,"",9999,"","i","Ecole élémentaire 5 RUE MILTON - PARIS 09"
"9529","6430","RUE DE","MONTHOLON",0,"",9999,"","p","Ecole élémentaire 5 RUE MILTON - PARIS 09"
"9530","6433","RUE DES","MONTIBOEUFS",0,"",9999,"","i","Ecole élémentaire 9 RUE BRETONNEAU - PARIS 20"
"9531","6433","RUE DES","MONTIBOEUFS",0,"",9999,"","p","Ecole élémentaire 9 RUE BRETONNEAU - PARIS 20"
"9532","6434","RUE","MONTICELLI",0,"",9999,"","i","Ecole élémentaire 5 RUE PRISSE D'AVENNES - PARIS 14"
"9533","6434","RUE","MONTICELLI",0,"",9999,"","p","Ecole élémentaire 5 RUE PRISSE D'AVENNES - PARIS 14"
"9534","6437","IMPASSE DE","MONT LOUIS",0,"",9999,"","i","Ecole élémentaire B 29 RUE SERVAN - PARIS 11"
"9535","6437","IMPASSE DE","MONT LOUIS",0,"",9999,"","p","Ecole élémentaire B 29 RUE SERVAN - PARIS 11"
"9536","6438","RUE DE","MONT LOUIS",0,"",9999,"","i","Ecole élémentaire B 29 RUE SERVAN - PARIS 11"
"9537","6438","RUE DE","MONT LOUIS",0,"",9999,"","p","Ecole élémentaire B 29 RUE SERVAN - PARIS 11"
"9538","6441","BOULEVARD","MONTMARTRE",0,"",13,"","i","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"9539","6441","BOULEVARD","MONTMARTRE",13,"",9999,"","i","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"9540","6441","BOULEVARD","MONTMARTRE",0,"",9999,"","p","Ecole élémentaire 16 RUE DE LA VICTOIRE - PARIS 09"
"9541","6442","CITE","MONTMARTRE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9542","6442","CITE","MONTMARTRE",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9543","6443","GALERIE","MONTMARTRE",0,"",9999,"","i","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"9544","6443","GALERIE","MONTMARTRE",0,"",9999,"","p","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"9545","6444","RUE","MONTMARTRE",0,"",21,"","i","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01"
"9546","6444","RUE","MONTMARTRE",21,"",9999,"","i","Ecole élémentaire 3 RUE DE LA JUSSIENNE - PARIS 02"
"9547","6444","RUE","MONTMARTRE",0,"",36,"","p","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01"
"9548","6444","RUE","MONTMARTRE",36,"",9999,"","p","Ecole élémentaire 3 RUE DE LA JUSSIENNE - PARIS 02"
"9549","6447","AVENUE DE","MONTMORENCY",0,"",9999,"","i","Ecole élémentaire 51 RUE MICHEL ANGE - PARIS 16"
"9550","6447","AVENUE DE","MONTMORENCY",0,"",9999,"","p","Ecole élémentaire 51 RUE MICHEL ANGE - PARIS 16"
"9551","6448","BOULEVARD DE","MONTMORENCY",0,"",9999,"","i","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16"
"9552","6448","BOULEVARD DE","MONTMORENCY",0,"",9999,"","p","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16"
"9553","6449","RUE DE","MONTMORENCY",0,"",9999,"","i","Ecole élémentaire 8 RUE DES VERTUS - PARIS 03"
"9554","6449","RUE DE","MONTMORENCY",0,"",9999,"","p","Ecole élémentaire 8 RUE DES VERTUS - PARIS 03"
"9555","6453","RUE","MONTORGUEIL",0,"",29,"","i","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01"
"9556","6453","RUE","MONTORGUEIL",0,"",29,"","i","Ecole élémentaire 11 RUE D'ARGENTEUIL - PARIS 01"
"9557","6453","RUE","MONTORGUEIL",29,"",9999,"","i","Ecole élémentaire 3 RUE DE LA JUSSIENNE - PARIS 02"
"9558","6453","RUE","MONTORGUEIL",0,"",40,"","p","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01"
"9559","6453","RUE","MONTORGUEIL",0,"",40,"","p","Ecole élémentaire 20 RUE ETIENNE MARCEL - PARIS 02"
"9560","6453","RUE","MONTORGUEIL",40,"",9999,"","p","Ecole élémentaire 20 RUE ETIENNE MARCEL - PARIS 02"
"9561","6455","BOULEVARD DU","MONTPARNASSE",0,"",9999,"","i","Ecole élémentaire 6 RUE LITTRE - PARIS 06"
"9562","6455","BOULEVARD DU","MONTPARNASSE",0,"",66,"","p","Ecole élémentaire 20 RUE FALGUIERE - PARIS 15"
"9563","6455","BOULEVARD DU","MONTPARNASSE",66,"",9999,"","p","Ecole élémentaire 24 RUE DELAMBRE - PARIS 14"
"9564","6456","RUE DU","MONTPARNASSE",0,"",35,"","i","Ecole élémentaire 6 RUE LITTRE - PARIS 06"
"9565","6456","RUE DU","MONTPARNASSE",35,"",9999,"","i","Ecole élémentaire 24 RUE DELAMBRE - PARIS 14"
"9566","6456","RUE DU","MONTPARNASSE",0,"",40,"","p","Ecole élémentaire 6 RUE LITTRE - PARIS 06"
"9567","6456","RUE DU","MONTPARNASSE",40,"",9999,"","p","Ecole élémentaire 24 RUE DELAMBRE - PARIS 14"
"9568","6462","RUE DE","MONTPENSIER",0,"",9999,"","i","Ecole élémentaire 11 RUE D'ARGENTEUIL - PARIS 01"
"9569","6462","RUE DE","MONTPENSIER",0,"",9999,"","p","Ecole élémentaire 11 RUE D'ARGENTEUIL - PARIS 01"
"9570","6465","RUE DE","MONTREUIL",0,"",37,"b","i","Ecole élémentaire 31 RUE SAINT BERNARD - PARIS 11"
"9571","6465","RUE DE","MONTREUIL",37,"b",83,"","i","Ecole élémentaire 14 RUE TITON - PARIS 11"
"9572","6465","RUE DE","MONTREUIL",83,"",115,"","i","Ecole élémentaire 8 CITE VOLTAIRE - PARIS 11"
"9573","6465","RUE DE","MONTREUIL",115,"",9999,"","i","Ecole élémentaire 4 AVENUE DE BOUVINES - PARIS 11"
"9574","6465","RUE DE","MONTREUIL",0,"",40,"","p","Ecole élémentaire 14 RUE TITON - PARIS 11"
"9575","6465","RUE DE","MONTREUIL",40,"",100,"","p","Ecole élémentaire 14 RUE TITON - PARIS 11"
"9576","6465","RUE DE","MONTREUIL",100,"",9999,"","p","Ecole élémentaire 4 AVENUE DE BOUVINES - PARIS 11"
"9577","6474","SQUARE DE","MONTSOURIS",0,"",9999,"","i","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14"
"9578","6474","SQUARE DE","MONTSOURIS",0,"",9999,"","p","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14"
"9579","6476","RUE DE","MONTTESSUY",0,"",9999,"","i","Ecole élémentaire 1 RUE GENERAL CAMOU - PARIS 07"
"9580","6476","RUE DE","MONTTESSUY",0,"",9999,"","p","Ecole élémentaire 1 RUE GENERAL CAMOU - PARIS 07"
"9581","6478","RUE DU","MONT THABOR",0,"",9999,"","i","Ecole élémentaire 28 RUE CAMBON - PARIS 01"
"9582","6478","RUE DU","MONT THABOR",0,"",9999,"","p","Ecole élémentaire 28 RUE CAMBON - PARIS 01"
"9583","6482","VILLA DU","MONT TONNERRE",0,"",9999,"","i","Ecole élémentaire 20 RUE FALGUIERE - PARIS 15"
"9584","6482","VILLA DU","MONT TONNERRE",0,"",9999,"","p","Ecole élémentaire 20 RUE FALGUIERE - PARIS 15"
"9585","6483","RUE DE","MONTYON",0,"",9999,"","i","Ecole élémentaire 16 RUE DE LA VICTOIRE - PARIS 09"
"9586","6483","RUE DE","MONTYON",0,"",9999,"","p","Ecole élémentaire 16 RUE DE LA VICTOIRE - PARIS 09"
"9587","6485","RUE","MONY",0,"",9999,"","i","Ecole élémentaire 130 RUE DE LONGCHAMP - PARIS 16"
"9588","6485","RUE","MONY",0,"",9999,"","p","Ecole élémentaire 130 RUE DE LONGCHAMP - PARIS 16"
"9589","6487","RUE","MORAND",0,"",9999,"","i","Ecole élémentaire A 77 BLD DE BELLEVILLE - PARIS 11"
"9590","6487","RUE","MORAND",0,"",9999,"","p","Ecole élémentaire A 77 BLD DE BELLEVILLE - PARIS 11"
"9591","6491","RUE","MOREAU",0,"",9999,"","i","Ecole élémentaire 51 RUE DE CHARENTON - PARIS 12"
"9592","6491","RUE","MOREAU",0,"",9999,"","p","Ecole élémentaire 51 RUE DE CHARENTON - PARIS 12"
"9593","6494","RUE","MORERE",0,"",9999,"","i","Ecole élémentaire 20 RUE ANTOINE CHANTIN - PARIS 14"
"9594","6494","RUE","MORERE",0,"",9999,"","p","Ecole élémentaire 20 RUE ANTOINE CHANTIN - PARIS 14"
"9595","6496","RUE","MORET",0,"",9999,"","i","Ecole élémentaire 100 AVENUE DE LA REPUBLIQUE - PARIS 11"
"9596","6496","RUE","MORET",0,"",9999,"","i","Ecole élémentaire 98 AVENUE DE LA REPUBLIQUE - PARIS 11"
"9597","6496","RUE","MORET",0,"",9999,"","p","Ecole élémentaire 100 AVENUE DE LA REPUBLIQUE - PARIS 11"
"9598","6496","RUE","MORET",0,"",9999,"","p","Ecole élémentaire 98 AVENUE DE LA REPUBLIQUE - PARIS 11"
"9599","6497","CITE","MORIEUX",0,"",9999,"","i","Ecole élémentaire 21 RUE DUPLEIX - PARIS 15"
"9600","6497","CITE","MORIEUX",0,"",9999,"","p","Ecole élémentaire 21 RUE DUPLEIX - PARIS 15"
"9601","6498","RUE DES","MORILLONS",0,"",9999,"","i","Ecole élémentaire 27 RUE OLIVIER DE SERRES - PARIS 15"
"9602","6498","RUE DES","MORILLONS",0,"",9999,"","p","Ecole élémentaire 27 RUE OLIVIER DE SERRES - PARIS 15"
"9603","6501","BOULEVARD","MORLAND",0,"",9999,"","i","Ecole élémentaire 21 RUE SAINT LOUIS EN L'ILE - PARIS 04"
"9604","6501","BOULEVARD","MORLAND",0,"",9999,"","p","Ecole élémentaire 21 RUE SAINT LOUIS EN L'ILE - PARIS 04"
"9605","6502","PONT","MORLAND",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9606","6502","PONT","MORLAND",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9607","6503","IMPASSE","MORLET",0,"",9999,"","i","Ecole élémentaire 4 AVENUE DE BOUVINES - PARIS 11"
"9608","6503","IMPASSE","MORLET",0,"",9999,"","p","Ecole élémentaire 4 AVENUE DE BOUVINES - PARIS 11"
"9609","6507","RUE","MORLOT",0,"",9999,"","i","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"9610","6507","RUE","MORLOT",0,"",9999,"","p","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"9611","6510","RUE","MORNAY",0,"",9999,"","i","Ecole élémentaire 21 RUE SAINT LOUIS EN L'ILE - PARIS 04"
"9612","6510","RUE","MORNAY",0,"",9999,"","p","Ecole élémentaire 15 RUE NEUVE SAINT PIERRE - PARIS 04"
"9613","6511","PLACE","MORO GIAFFERI",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9614","6511","PLACE","MORO GIAFFERI",0,"",9999,"","p","Ecole élémentaire 7 RUE ASSELINE - PARIS 14"
"9615","6513","BOULEVARD","MORTIER",0,"",9999,"","i","Ecole élémentaire A 20 RUE LE VAU - PARIS 20"
"9616","6513","BOULEVARD","MORTIER",0,"",9999,"","i","Ecole élémentaire 10 RUE LE VAU - PARIS 20"
"9617","6513","BOULEVARD","MORTIER",0,"",9999,"","p","Ecole élémentaire A 20 RUE LE VAU - PARIS 20"
"9618","6513","BOULEVARD","MORTIER",0,"",9999,"","p","Ecole élémentaire 10 RUE LE VAU - PARIS 20"
"9619","6515","RUE DU","MORVAN",0,"",9999,"","i","Ecole élémentaire A 22 RUE SAINT MAUR - PARIS 11"
"9620","6515","RUE DU","MORVAN",0,"",9999,"","p","Ecole élémentaire A 22 RUE SAINT MAUR - PARIS 11"
"9621","6517","RUE DE","MOSCOU",0,"",9999,"","i","Ecole élémentaire 4 RUE DE FLORENCE - PARIS 08"
"9622","6517","RUE DE","MOSCOU",0,"",9999,"","p","Ecole élémentaire 4 RUE DE FLORENCE - PARIS 08"
"9623","6519","PASSAGE DE LA","MOSELLE",0,"",9999,"","i","Ecole élémentaire 43 RUE ARMAND CARREL - PARIS 19"
"9624","6519","PASSAGE DE LA","MOSELLE",0,"",9999,"","p","Ecole élémentaire 43 RUE ARMAND CARREL - PARIS 19"
"9625","6520","RUE DE LA","MOSELLE",0,"",9999,"","i","Ecole élémentaire 10 RUE HENRI NOGUERES - PARIS 19"
"9626","6520","RUE DE LA","MOSELLE",0,"",9999,"","p","Ecole élémentaire 9 RUE TANDOU - PARIS 19"
"9627","6522","RUE DE LA","MOSKOVA",0,"",9999,"","i","Ecole élémentaire 129 RUE BELLIARD - PARIS 18"
"9628","6522","RUE DE LA","MOSKOVA",0,"",9999,"","p","Ecole élémentaire 129 RUE BELLIARD - PARIS 18"
"9629","6524","RUE","MOUFFETARD",0,"",9,"","i","Ecole élémentaire 10 RUE ROLLIN - PARIS 05"
"9630","6524","RUE","MOUFFETARD",9,"",9999,"","i","Ecole élémentaire 10 RUE ROLLIN - PARIS 05"
"9631","6524","RUE","MOUFFETARD",0,"",10,"","p","Ecole élémentaire 10 RUE ROLLIN - PARIS 05"
"9632","6524","RUE","MOUFFETARD",10,"",9999,"","p","Ecole élémentaire 10 RUE ROLLIN - PARIS 05"
"9633","6526","RUE","MOUFLE",0,"",9999,"","i","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"9634","6526","RUE","MOUFLE",0,"",9999,"","p","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"9635","6531","VILLA DU","MOULIN DAGOBERT",0,"",9999,"","i","Ecole élémentaire 8 CITE VOLTAIRE - PARIS 11"
"9636","6531","VILLA DU","MOULIN DAGOBERT",0,"",9999,"","p","Ecole élémentaire 8 CITE VOLTAIRE - PARIS 11"
"9637","6533","JARDIN DU","MOULIN DE LA POINTE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9638","6533","JARDIN DU","MOULIN DE LA POINTE",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9639","6534","RUE DU","MOULIN DE LA POINTE",0,"",9999,"","i","Ecole élémentaire 5 RUE DAMESME - PARIS 13"
"9640","6534","RUE DU","MOULIN DE LA POINTE",0,"",9999,"","p","Ecole élémentaire 5 RUE DAMESME - PARIS 13"
"9641","6535","RUE DU","MOULIN DE LA VIERGE",0,"",15,"","i","Ecole élémentaire 8 RUE MAURICE ROUVIER - PARIS 14"
"9642","6535","RUE DU","MOULIN DE LA VIERGE",15,"",9999,"","i","Ecole élémentaire 188 RUE D'ALESIA - PARIS 14"
"9643","6535","RUE DU","MOULIN DE LA VIERGE",0,"",8,"","p","Ecole élémentaire 8 RUE MAURICE ROUVIER - PARIS 14"
"9644","6535","RUE DU","MOULIN DE LA VIERGE",8,"",9999,"","p","Ecole élémentaire 188 RUE D'ALESIA - PARIS 14"
"9645","6536","RUE DU","MOULIN DES LAPINS",0,"",9999,"","i","Ecole élémentaire 7 RUE ASSELINE - PARIS 14"
"9646","6536","RUE DU","MOULIN DES LAPINS",0,"",9999,"","p","Ecole élémentaire 7 RUE ASSELINE - PARIS 14"
"9647","6538","RUE DU","MOULIN DES PRES",0,"",63,"","i","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9648","6538","RUE DU","MOULIN DES PRES",63,"",9999,"","i","Ecole élémentaire 5 RUE DAMESME - PARIS 13"
"9649","6538","RUE DU","MOULIN DES PRES",0,"",64,"","p","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9650","6538","RUE DU","MOULIN DES PRES",64,"",9999,"","p","Ecole élémentaire 5 RUE DAMESME - PARIS 13"
"9651","6539","PASSAGE DU","MOULIN DES PRES",0,"",9999,"","i","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9652","6539","PASSAGE DU","MOULIN DES PRES",0,"",9999,"","p","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9653","6540","PLACE","MOULIN DE JAVEL",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9654","6540","PLACE","MOULIN DE JAVEL",0,"",9999,"","p","Ecole élémentaire 50 RUE GUTENBERG - PARIS 15"
"9655","6541","PASSAGE DU","MOULINET",0,"",9999,"","i","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9656","6541","PASSAGE DU","MOULINET",0,"",9999,"","p","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9657","6542","RUE DU","MOULINET",0,"",45,"","i","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9658","6542","RUE DU","MOULINET",45,"",9999,"","i","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9659","6542","RUE DU","MOULINET",0,"",44,"","p","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9660","6542","RUE DU","MOULINET",44,"",9999,"","p","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"9661","6544","RUE DU","MOULIN JOLY",0,"",9999,"","i","Ecole élémentaire A 77 BLD DE BELLEVILLE - PARIS 11"
"9662","6544","RUE DU","MOULIN JOLY",0,"",9999,"","p","Ecole élémentaire A 77 BLD DE BELLEVILLE - PARIS 11"
"9663","6546","RUE DES","MOULINS",0,"",9999,"","i","Ecole élémentaire 11 RUE D'ARGENTEUIL - PARIS 01"
"9664","6546","RUE DES","MOULINS",0,"",9999,"","p","Ecole élémentaire 11 RUE D'ARGENTEUIL - PARIS 01"
"9665","6547","IMPASSE DU","MOULIN VERT",0,"",9999,"","i","Ecole élémentaire 48 RUE HIPPOLYTE MAINDRON - PARIS 14"
"9666","6547","IMPASSE DU","MOULIN VERT",0,"",9999,"","p","Ecole élémentaire 48 RUE HIPPOLYTE MAINDRON - PARIS 14"
"9667","6548","RUE DU","MOULIN VERT",0,"",31,"","i","Ecole élémentaire 12 RUE SEVERO - PARIS 14"
"9668","6548","RUE DU","MOULIN VERT",31,"",9999,"","i","Ecole élémentaire 48 RUE HIPPOLYTE MAINDRON - PARIS 14"
"9669","6548","RUE DU","MOULIN VERT",0,"",22,"","p","Ecole élémentaire 12 RUE SEVERO - PARIS 14"
"9670","6548","RUE DU","MOULIN VERT",22,"",9999,"","p","Ecole élémentaire 48 RUE HIPPOLYTE MAINDRON - PARIS 14"
"9671","6551","RUE","MOUNET SULLY",0,"",3,"","i","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20"
"9672","6551","RUE","MOUNET SULLY",0,"",3,"","i","Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20"
"9673","6551","RUE","MOUNET SULLY",3,"",9999,"","i","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20"
"9674","6551","RUE","MOUNET SULLY",3,"",9999,"","i","Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20"
"9675","6551","RUE","MOUNET SULLY",0,"",9999,"","p","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20"
"9676","6551","RUE","MOUNET SULLY",0,"",9999,"","p","Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20"
"9677","6553","RUE","MOURAUD",0,"",21,"","i","Ecole élémentaire 5 RUE MOURAUD - PARIS 20"
"9678","6553","RUE","MOURAUD",21,"",9999,"","i","Ecole élémentaire 5 RUE MOURAUD - PARIS 20"
"9679","6553","RUE","MOURAUD",0,"",16,"","p","Ecole élémentaire 5 RUE MOURAUD - PARIS 20"
"9680","6553","RUE","MOURAUD",16,"",9999,"","p","Ecole élémentaire 5 RUE MOURAUD - PARIS 20"
"9681","6556","IMPASSE","MOUSSET",0,"",9999,"","i","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12"
"9682","6556","IMPASSE","MOUSSET",0,"",9999,"","i","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9683","6556","IMPASSE","MOUSSET",0,"",9999,"","p","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12"
"9684","6556","IMPASSE","MOUSSET",0,"",9999,"","p","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9685","6557","RUE","MOUSSET ROBERT",0,"",9999,"","i","Ecole élémentaire 19 RUE MARSOULAN - PARIS 12"
"9686","6557","RUE","MOUSSET ROBERT",0,"",9999,"","p","Ecole élémentaire 19 RUE MARSOULAN - PARIS 12"
"9687","6558","RUE","MOUSSORGSKY",0,"",9999,"","i","Ecole élémentaire 33 RUE DE L'EVANGILE - PARIS 18"
"9688","6558","RUE","MOUSSORGSKY",0,"",9999,"","p","Ecole élémentaire 33 RUE DE L'EVANGILE - PARIS 18"
"9689","6559","RUE DE","MOUSSY",0,"",9999,"","i","Ecole élémentaire 9 RUE DE MOUSSY - PARIS 04"
"9690","6559","RUE DE","MOUSSY",0,"",9999,"","p","Ecole élémentaire 9 RUE DE MOUSSY - PARIS 04"
"9691","6561","RUE","MOUTON DUVERNET",0,"",9999,"","i","Ecole élémentaire 46 RUE BOULARD - PARIS 14"
"9692","6561","RUE","MOUTON DUVERNET",0,"",9999,"","p","Ecole élémentaire 46 RUE BOULARD - PARIS 14"
"9693","6563","RUE DE","MOUZAIA",0,"",9999,"","i","Ecole élémentaire A 106 RUE COMPANS - PARIS 19"
"9694","6563","RUE DE","MOUZAIA",0,"",9999,"","i","Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19"
"9695","6563","RUE DE","MOUZAIA",0,"",9999,"","p","Ecole élémentaire A 106 RUE COMPANS - PARIS 19"
"9696","6563","RUE DE","MOUZAIA",0,"",9999,"","p","Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19"
"9697","6565","CITE","MOYNET",0,"",9999,"","i","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12"
"9698","6565","CITE","MOYNET",0,"",9999,"","i","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9699","6565","CITE","MOYNET",0,"",9999,"","p","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12"
"9700","6565","CITE","MOYNET",0,"",9999,"","p","Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12"
"9701","6566","AVENUE","MOZART",0,"",113,"","i","Ecole élémentaire 15 RUE DES BAUCHES - PARIS 16"
"9702","6566","AVENUE","MOZART",113,"",9999,"","i","Ecole élémentaire 17-23 RUE BOILEAU - PARIS 16"
"9703","6566","AVENUE","MOZART",0,"",96,"","p","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16"
"9704","6566","AVENUE","MOZART",96,"",9999,"","p","Ecole élémentaire 17-23 RUE BOILEAU - PARIS 16"
"9705","6567","SQUARE","MOZART",0,"",9999,"","i","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16"
"9706","6567","SQUARE","MOZART",0,"",9999,"","p","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16"
"9707","6568","VILLA","MOZART",0,"",9999,"","i","Ecole élémentaire 41B RUE JEAN DE LA FONTAINE - PARIS 16"
"9708","6568","VILLA","MOZART",0,"",9999,"","p","Ecole élémentaire 41B RUE JEAN DE LA FONTAINE - PARIS 16"
"9709","6569","RUE","MSTISLAV ROSTROPOVITCH",0,"",9999,"","I","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9710","6569","RUE","MSTISLAV ROSTROPOVITCH",0,"",14,"","P","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9711","6569","RUE","MSTISLAV ROSTROPOVITCH",14,"",9999,"","P","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"9712","6571","CHAUSSEE LA","MUETTE",0,"",9999,"","i","Ecole élémentaire 15 RUE DES BAUCHES - PARIS 16"
"9713","6571","CHAUSSEE LA","MUETTE",0,"",9999,"","p","Ecole élémentaire 15 RUE DES BAUCHES - PARIS 16"
"9714","6575","RUE DE","MULHOUSE",0,"",9999,"","i","Ecole élémentaire 5 RUE BEAUREGARD - PARIS 02"
"9715","6575","RUE DE","MULHOUSE",0,"",9999,"","p","Ecole élémentaire 5 RUE BEAUREGARD - PARIS 02"
"9716","6576","RUE","MULLER",0,"",9999,"","i","Ecole élémentaire 61 RUE DE CLIGNANCOURT - PARIS 18"
"9717","6576","RUE","MULLER",0,"",9999,"","p","Ecole élémentaire 61 RUE DE CLIGNANCOURT - PARIS 18"
"9718","6578","BOULEVARD","MURAT",0,"",63,"","i","Ecole élémentaire 23 AVENUE DU PARC DES PRINCES - PARIS 16"
"9719","6578","BOULEVARD","MURAT",63,"",9999,"","i","Ecole élémentaire 23 AVENUE DU PARC DES PRINCES - PARIS 16"
