"SECTORISATION DES COLLEGES PUBLICS PARISIENS
Année scolaire 2015-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Code_voie","Type de voie","Nom de la voie","Ardt","N° Début exclu(sauf 0)","Bis Ter Quat.",N° fin inclus,"Bis Ter Quat.","Pair (P) Impair (I)","Code DASCO",,Collèges,,,,,,,,,,,,,,,,,,,
0098,RUE D,AGUESSEAU,08,0,,9999,,i,08024,0752530T,OCTAVE GREARD Radio France,,,,,,,,,,,,,,,,,,,
0098,RUE D,AGUESSEAU,08,0,,9999,,p,08024,0752530T,OCTAVE GREARD Radio France,,,,,,,,,,,,,,,,,,,
0111,SQUARE DE L,AIDE SOCIALE,14,0,,9999,,i,14096,0750445B,ALBERTO GIACOMETTI,,,,,,,,,,,,,,,,,,,
0111,SQUARE DE L,AIDE SOCIALE,14,0,,9999,,p,14096,0750445B,ALBERTO GIACOMETTI,,,,,,,,,,,,,,,,,,,
0112,VILLA DES,AIGRETTES,19,0,,9999,,i,19175,0750507U,GEORGES BRASSENS,,,,,,,,,,,,,,,,,,,
0112,VILLA DES,AIGRETTES,19,0,,9999,,p,19175,0750507U,GEORGES BRASSENS,,,,,,,,,,,,,,,,,,,
0113,RUE,AIME LAVY,18,0,,9999,,i,18084,0752195D,GERARD PHILIPE,,,,,,,,,,,,,,,,,,,
0113,RUE,AIME LAVY,18,0,,9999,,p,18084,0752195D,GERARD PHILIPE,,,,,,,,,,,,,,,,,,,
0114,PLACE,AIME MAILLART,17,0,,9999,,i,17053,0752107H,PIERRE DE RONSARD,,,,,,,,,,,,,,,,,,,
0114,PLACE,AIME MAILLART,17,0,,9999,,p,17053,0752107H,PIERRE DE RONSARD,,,,,,,,,,,,,,,,,,,
0115,RUE,AIME MOROT,13,0,,9999,,i,13099,0753937X,EVARISTE GALOIS,,,,,,,,,,,,,,,,,,,
0115,RUE,AIME MOROT,13,0,,9999,,p,13099,0753937X,EVARISTE GALOIS,,,,,,,,,,,,,,,,,,,
0116,QUAI,AIME CESAIRE,01,0,,9999,,I,01006,0751703U,JEAN BAPTISTE POQUELIN,,,,,,,,,,,,,,,,,,,
0116,QUAI,AIME CESAIRE,01,0,,9999,,P,01006,0751703U,JEAN BAPTISTE POQUELIN,,,,,,,,,,,,,,,,,,,
0117,RUE DE L,AISNE,19,0,,9999,,i,19041,0750484U,W.A. MOZART,,,,,,,,,,,,,,,,,,,
0117,RUE DE L,AISNE,19,0,,9999,,p,19041,0750484U,W.A. MOZART,,,,,,,,,,,,,,,,,,,
0119,RUE D,AIX,10,0,,9999,,i,10099,0755778Y,FRANCOISE SELIGMANN,m,,,,,,,,,,,,,,,,,,
0119,RUE D,AIX,10,0,,9999,,p,10099,0755778Y,FRANCOISE SELIGMANN,m,,,,,,,,,,,,,,,,,,
0124,SQUARE D,AJACCIO,07,0,,9999,,i,07017,0752249M,JULES ROMAINS,,,,,,,,,,,,,,,,,,,
0124,SQUARE D,AJACCIO,07,0,,9999,,p,07017,0752249M,JULES ROMAINS,,,,,,,,,,,,,,,,,,,
0130,RUE,ALAIN,14,0,,9999,,i,14096,0750445B,ALBERTO GIACOMETTI,,,,,,,,,,,,,,,,,,,
0130,RUE,ALAIN,14,0,,9999,,p,14096,0750445B,ALBERTO GIACOMETTI,,,,,,,,,,,,,,,,,,,
