"","N_SQ_AD","maternelle"
"33632",750053424,192
"33633",750054982,192
"33634",750055895,192
"33635",750057331,192
"33636",750052982,192
"33637",750055884,192
"33638",750057322,192
"33639",750052981,192
"33640",750052965,192
"33641",750054936,192
"33642",750051548,192
"33643",750051611,192
"33644",750053920,192
"33645",750054654,192
"33646",750051561,192
"33647",750054981,192
"33648",750054655,192
"33649",750050884,192
"33650",750158876,192
"33651",750051567,192
"33652",750054978,192
"33653",750057349,192
"33654",750052193,192
"33655",750053937,192
"33656",750053935,192
"33657",750053534,192
"33658",750156543,192
"33659",750051553,192
"33660",750054652,192
"33661",750054649,192
"33662",750051608,192
"33663",750053535,192
"33664",750051550,192
"33665",750053594,192
"33666",750054641,192
"33667",750053434,192
"33668",750052197,192
"33669",750053549,192
"33670",750053929,192
"33671",750053546,192
"33672",750053558,192
"33673",750050871,192
"33674",750055896,192
"33675",750055898,192
"33676",750057332,192
"33677",750050876,192
"33678",750051558,192
"33679",750055920,192
"33680",750057340,192
"33681",750052706,192
"33682",750052694,192
"33683",750054940,192
"33684",750057337,192
"33685",750169430,192
"33686",750055944,192
"33687",750055886,192
"33688",750054646,192
"33689",750056046,192
"33690",750165204,192
"33691",750053550,192
"33692",750051545,192
"33693",750053538,192
"33694",750055882,192
"33695",750057323,192
"33696",750054902,192
"33697",750053585,192
"33698",750053561,192
"33699",750156550,192
"33700",750053419,192
"33701",750054643,192
"33702",750051606,192
"33703",750051555,192
"33704",750055892,192
"33705",750156544,192
"33706",750156549,192
"33707",750053431,192
"33708",750053422,192
"33709",750098056,192
"33710",750054948,192
"33711",750051566,192
"33712",750054647,192
"33713",750051544,192
"33714",750055973,192
"33715",750056047,192
"33716",750054653,192
"33717",750156542,192
"33718",750053924,192
"33719",750051546,192
"33720",750053605,192
"33721",750053433,192
"33722",750053437,192
"33723",750053563,192
"33724",750053918,192
"33725",750053566,192
"33726",750052417,192
"33727",750050872,192
"33728",750050888,192
"33729",750053423,192
"33730",750055890,192
"33731",750055917,192
"33732",750156547,192
"33733",750055942,192
"33734",750053934,192
"33735",750056040,192
"33736",750052368,192
"33737",750055918,192
"33738",750174717,192
"33739",750051554,192
"33740",750156546,192
"33741",750053545,192
"33742",750055894,192
"33743",750057325,192
"33744",750053589,192
"33745",750055889,192
"33746",750053557,192
"33747",750053939,192
"33748",750053915,192
"33749",750098055,192
"33750",750052710,192
"33751",750053922,192
"33752",750051556,192
"33753",750054656,192
"33754",750053429,192
"33755",750051551,192
"33756",750053555,192
"33757",750052418,192
"33758",750053590,192
"33759",750054903,192
"33760",750057348,192
"33761",750057334,192
"33762",750056044,192
"33763",750053591,192
"33764",750053914,192
"33765",750052371,192
"33766",750051565,192
"33767",750053933,192
"33768",750057328,192
"33769",750053560,192
"33770",750052194,192
"33771",750053565,192
"33772",750052420,192
"33773",750053587,192
"33774",750053542,192
"33775",750053931,192
"33776",750053425,192
"33777",750054938,192
"33778",750055919,192
"33779",750171191,192
"33780",750052709,192
"33781",750051562,192
"33782",750054944,192
"33783",750052966,192
"33784",750052984,192
"33785",750053583,192
"33786",750051569,192
"33787",750053554,192
"33788",750054943,192
"33789",750053923,192
"33790",750052704,192
"33791",750052699,192
"33792",750053559,192
"33793",750055885,192
"33794",750166300,192
"33795",750052198,192
"33796",750098054,192
"33797",750052695,192
"33798",750052964,192
"33799",750156541,192
"33800",750053932,192
"33801",750053919,192
"33802",750055947,192
"33803",750052963,192
"33804",750052370,192
"33805",750156548,192
"33806",750054642,192
"33807",750055891,192
"33808",750052196,192
"33809",750053421,192
"33810",750052700,192
"33811",750052701,192
"33812",750052708,192
"33813",750053537,192
"33814",750052195,192
"33815",750053562,192
"33816",750053435,192
"33817",750052703,192
"33818",750054937,192
"33819",750053593,192
"33820",750054907,192
"33821",750052697,192
"33822",750053930,192
"33823",750055949,192
"33824",750057344,192
"33825",750053551,192
"33826",750056039,192
"33827",750053606,192
"33828",750163414,192
"33829",750053556,192
"33830",750057321,192
"33831",750057320,192
"33832",750053428,192
"33833",750053928,192
"33834",750057347,192
"33835",750052707,192
"33836",750053595,192
"33837",750052698,192
"33838",750105767,194
"33839",750103202,194
"33840",750103415,194
"33841",750103208,194
"33842",750101605,194
"33843",750101673,194
"33844",750101623,194
"33845",750103200,194
"33846",750101655,194
"33847",750103207,194
"33848",750105765,194
"33849",750100876,194
"33850",750101604,194
"33851",750103201,194
"33852",750101678,194
"33853",750140635,194
"33854",750101622,194
"33855",750105771,194
"33856",750101620,194
"33857",750102722,194
"33858",750103214,194
"33859",750099625,194
"33860",750101636,194
"33861",750101666,194
"33862",750101132,194
"33863",750099624,194
"33864",750100872,194
"33865",750101641,194
"33866",750105763,194
"33867",750100122,194
"33868",750105773,194
"33869",750101634,194
"33870",750103205,194
"33871",750105231,194
"33872",750141739,194
"33873",750105203,194
"33874",750105781,194
"33875",750100124,194
"33876",750103215,194
"33877",750101617,194
"33878",750105775,194
"33879",750103398,194
"33880",750105723,194
"33881",750103203,194
"33882",750105713,194
"33883",750100130,194
"33884",750100814,194
"33885",750103213,194
"33886",750105208,194
"33887",750101654,194
"33888",750100109,194
"33889",750105218,194
"33890",750100818,194
"33891",750100816,194
"33892",750102725,194
"33893",750103206,194
"33894",750100821,194
"33895",750105725,194
"33896",750103204,194
"33897",750100817,194
"33898",750105207,194
"33899",750102716,194
"33900",750102720,194
"33901",750105225,194
"33902",750102840,194
"33903",750105719,194
"33904",750103199,194
"33905",750105757,194
"33906",750105728,194
"33907",750101669,194
"33908",750102724,194
"33909",750100131,194
"33910",750165280,194
"33911",750100875,194
"33912",750101647,194
"33913",750101664,194
"33914",750100110,194
"33915",750100820,194
"33916",750100125,194
"33917",750100979,194
"33918",750102841,194
"33919",750106488,194
"33920",750105213,194
"33921",750100871,194
"33922",750103401,194
"33923",750105764,194
"33924",750100134,194
"33925",750105232,194
"33926",750105211,194
"33927",750100824,194
"33928",750105779,194
"33929",750100980,194
"33930",750102721,194
"33931",750105734,194
"33932",750102717,194
"33933",750102908,194
"33934",750105774,194
"33935",750102726,194
"33936",750105754,194
"33937",750103400,194
"33938",750103209,194
"33939",750105212,194
"33940",750105769,194
"33941",750100112,194
"33942",750102828,194
"33943",750101612,194
"33944",750100981,194
"33945",750105202,194
"33946",750105204,194
"33947",750103440,194
"33948",750103942,194
"33949",750103403,194
"33950",750100127,194
"33951",750103211,194
"33952",750100977,194
"33953",750100868,194
"33954",750100873,194
"33955",750105219,194
"33956",750100128,194
"33957",750102832,194
"33958",750102830,194
"33959",750102837,194
"33960",750105210,194
"33961",750101599,194
"33962",750101611,194
"33963",750105733,194
"33964",750099621,194
"33965",750103409,194
"33966",750101651,194
"33967",750103412,194
"33968",750105228,194
"33969",750102831,194
"33970",750171538,194
"33971",750171537,194
"33972",750106515,194
"33973",750164926,194
"33974",750103212,194
"33975",750100825,194
"33976",750106489,194
"33977",750103438,194
"33978",750105217,194
"33979",750100136,194
"33980",750150321,194
"33981",750105205,194
"33982",750105230,194
"33983",750105223,194
"33984",750101642,194
"33985",750103421,194
"33986",750103433,194
"33987",750100870,194
"33988",750101631,194
"33989",750101614,194
"33990",750102916,194
"33991",750100983,194
"33992",750105753,194
"33993",750100864,194
"33994",750100978,194
"33995",750100976,194
"33996",750101633,194
"33997",750105716,194
"33998",750105711,194
"33999",750105727,194
"34000",750105722,194
"34001",750102918,194
"34002",750105782,194
"34003",750105768,194
"34004",750101649,194
"34005",750100129,194
"34006",750103435,194
"34007",750101657,194
"34008",750102829,194
"34009",750101653,194
"34010",750101626,194
"34011",750105215,194
"34012",750105206,194
"34013",750103410,194
"34014",750103210,194
"34015",750103194,194
"34016",750101672,194
"34017",750105724,194
"34018",750100135,194
"34019",750105226,194
"34020",750100132,194
"34021",750103408,194
"34022",750100982,194
"34023",750103432,194
"34024",750101603,194
"34025",750103423,194
"34026",750103427,194
"34027",750100865,194
"34028",750101660,194
"34029",750102912,194
"34030",750103190,194
"34031",750105760,194
"34032",750100133,194
"34033",750105220,194
"34034",750099622,194
"34035",750102843,194
"34036",750105717,194
"34037",750105714,194
"34038",750102718,194
"34039",750105755,194
"34040",750101618,194
"34041",750102906,194
"34042",750100822,194
"34043",750101624,194
"34044",750101613,194
"34045",750101133,194
"34046",750100126,194
"34047",750105227,194
"34048",750101608,194
"34049",750100123,194
"34050",750100863,194
"34051",750105229,194
"34052",750100874,194
"34053",750143231,194
"34054",750171536,194
"34055",750100823,194
"34056",750105214,194
"34057",750101668,194
"34058",750102839,194
"34059",750101600,194
"34060",750103193,194
"34061",750101639,194
"34062",750101625,194
"34063",750103196,194
"34064",750105224,194
"34065",750101670,194
"34066",750103425,194
"34067",750103416,194
"34068",750101601,194
"34069",750101643,194
"34070",750105721,194
"34071",750105759,194
"34072",750103418,194
"34073",750105758,194
"34074",750103428,194
"34075",750102842,194
"34076",750105712,194
"34077",750102723,194
"34078",750102902,194
"34079",750102719,194
"34080",750102903,194
"34081",750103402,194
"34082",750100827,194
"34083",750101602,194
"34084",750103189,194
"34085",750103187,194
"34086",750101616,194
"34087",750103426,194
"34088",750103431,194
"34089",750103434,194
"34090",750105209,194
"34091",750101646,194
"34092",750101607,194
"34093",750103419,194
"34094",750103417,194
"34095",750105761,194
"34096",750105730,194
"34097",750105726,194
"34098",750105221,194
"34099",750103422,194
"34100",750103429,194
"34101",750101621,194
"34102",750102833,194
"34103",750101658,194
"34104",750102920,194
"34105",750101609,194
"34106",750105770,194
"34107",750101136,194
"34108",750105780,194
"34109",750103944,194
"34110",750101663,194
"34111",750103191,194
"34112",750103424,194
"34113",750105718,194
"34114",750173438,194
"34115",750100867,194
"34116",750102838,194
"34117",750103439,194
"34118",750102917,194
"34119",750103414,194
"34120",750105756,194
"34121",750141738,194
"34122",750101656,194
"34123",750101619,194
"34124",750102907,194
"34125",750100866,194
"34126",750099623,194
"34127",750103192,194
"34128",750102827,194
"34129",750103442,194
"34130",750105709,194
"34131",750103411,194
"34132",750105729,194
"34133",750103441,194
"34134",750101610,194
"34135",750101606,194
"34136",750165281,194
"34137",750103949,194
"34138",750102905,194
"34139",750100819,194
"34140",750105776,194
"34141",750103399,194
"34142",750102836,194
"34143",750103430,194
"34144",750105752,194
"34145",750153436,194
"34146",750101661,194
"34147",750101131,194
"34148",750100815,194
"34149",750101667,194
"34150",750102914,194
"34151",750101659,194
"34152",750102921,194
"34153",750100813,194
"34154",750101638,194
"34155",750103437,194
"34156",750105720,194
"34157",750103436,194
"34158",750103420,194
"34159",750101665,194
"34160",750101629,194
"34161",750105766,194
"34162",750105222,194
"34163",750101628,194
"34164",750101627,194
"34165",750102909,194
"34166",750103950,194
"34167",750101671,194
"34168",750105710,194
"34169",750103407,194
"34170",750100111,194
"34171",750101652,194
"34172",750101637,194
"34173",750102915,194
"34174",750101630,194
"34175",750101635,194
"34176",750105735,194
"34177",750103188,194
"34178",750103947,194
"34179",750102911,194
"34180",750100826,194
"34181",750102904,194
"34182",750102834,194
"34183",750105715,194
"34184",750166409,194
"34185",750102913,194
"34186",750105732,194
"34187",750105731,194
"34188",750105762,194
"34189",750103948,194
"34190",750101134,194
"34191",750103195,194
"34192",750105751,194
"34193",750141534,194
"34194",750105778,194
"34195",750103946,194
"34196",750140651,194
"34197",750103943,194
"34198",750101135,194
"34199",750100869,194
"34200",750103198,194
"34201",750102835,194
"34202",750102919,194
"34203",750103941,194
"34204",750101615,194
"34205",750101640,194
"34206",750101632,194
"34207",750101137,194
"34208",750101648,194
"34209",750105777,194
"34210",750103197,194
"34211",750101650,194
"34212",750101662,194
"34213",750102910,194
"34214",750105772,194
"34215",750105745,197
"34216",750102470,197
"34217",750102524,197
"34218",750104178,197
"34219",750142526,197
"34220",750104275,197
"34221",750142514,197
"34222",750106492,197
"34223",750142516,197
"34224",750102501,197
"34225",750104195,197
"34226",750104290,197
"34227",750176093,197
"34228",750104264,197
"34229",750106497,197
"34230",750102471,197
"34231",750104304,197
"34232",750142518,197
"34233",750104287,197
"34234",750104285,197
"34235",750102469,197
"34236",750163804,197
"34237",750101748,197
"34238",750104174,197
"34239",750102512,197
"34240",750102500,197
"34241",750104208,197
"34242",750104164,197
"34243",750104156,197
"34244",750102052,197
"34245",750176092,197
"34246",750102050,197
"34247",750102433,197
"34248",750104280,197
"34249",750104173,197
"34250",750102502,197
"34251",750105741,197
"34252",750105736,197
"34253",750104310,197
"34254",750103443,197
"34255",750104161,197
"34256",750102099,197
"34257",750104269,197
"34258",750104272,197
"34259",750104153,197
"34260",750102055,197
"34261",750101050,197
"34262",750102514,197
"34263",750104266,197
"34264",750105739,197
"34265",750104748,197
"34266",750102506,197
"34267",750103448,197
"34268",750103446,197
"34269",750104159,197
"34270",750104305,197
"34271",750105468,197
"34272",750104185,197
"34273",750100366,197
"34274",750103449,197
"34275",750104319,197
"34276",750104180,197
"34277",750105746,197
"34278",750104202,197
"34279",750102458,197
"34280",750104260,197
"34281",750102455,197
"34282",750102090,197
"34283",750104281,197
"34284",750104204,197
"34285",750104318,197
"34286",750104193,197
"34287",750102053,197
"34288",750104784,197
"34289",750102091,197
"34290",750104187,197
"34291",750101749,197
"34292",750102075,197
"34293",750102518,197
"34294",750103451,197
"34295",750102056,197
"34296",750104284,197
"34297",750102095,197
"34298",750102082,197
"34299",750106494,197
"34300",750104781,197
"34301",750102490,197
"34302",750104206,197
"34303",750104288,197
"34304",750104169,197
"34305",750105750,197
"34306",750104201,197
"34307",750104163,197
"34308",750102504,197
"34309",750103450,197
"34310",750102076,197
"34311",750102554,197
"34312",750104278,197
"34313",750102057,197
"34314",750102495,197
"34315",750104155,197
"34316",750102084,197
"34317",750106480,197
"34318",750102077,197
"34319",750102459,197
"34320",750105737,197
"34321",750104177,197
"34322",750105469,197
"34323",750101757,197
"34324",750102080,197
"34325",750104775,197
"34326",750104786,197
"34327",750101753,197
"34328",750104777,197
"34329",750104778,197
"34330",750101750,197
"34331",750104783,197
"34332",750102088,197
"34333",750104176,197
"34334",750102702,197
"34335",750104184,197
"34336",750105470,197
"34337",750106481,197
"34338",750141711,197
"34339",750104313,197
"34340",750102051,197
"34341",750102508,197
"34342",750102498,197
"34343",750100368,197
"34344",750104182,197
"34345",750104291,197
"34346",750104262,197
"34347",750102073,197
"34348",750102499,197
"34349",750102096,197
"34350",750105744,197
"34351",750102087,197
"34352",750102097,197
"34353",750104782,197
"34354",750102497,197
"34355",750104306,197
"34356",750102522,197
"34357",750102463,197
"34358",750104283,197
"34359",750104203,197
"34360",750104157,197
"34361",750102462,197
"34362",750102434,197
"34363",750104267,197
"34364",750102089,197
"34365",750102519,197
"34366",750102513,197
"34367",750101759,197
"34368",750102093,197
"34369",750101751,197
"34370",750102507,197
"34371",750158689,197
"34372",750102100,197
"34373",750104276,197
"34374",750104186,197
"34375",750102465,197
"34376",750102505,197
"34377",750158359,197
"34378",750104198,197
"34379",750104311,197
"34380",750102435,197
"34381",750101747,197
"34382",750104263,197
"34383",750104286,197
"34384",750104320,197
"34385",750104749,197
"34386",750104196,197
"34387",750104316,197
"34388",750103444,197
"34389",750106482,197
"34390",750102464,197
"34391",750101758,197
"34392",750104191,197
"34393",750102102,197
"34394",750104199,197
"34395",750102079,197
"34396",750102523,197
"34397",750102086,197
"34398",750104190,197
"34399",750102085,197
"34400",750102503,197
"34401",750165075,197
"34402",750104273,197
"34403",750106483,197
"34404",750102496,197
"34405",750104168,197
"34406",750102510,197
"34407",750102074,197
"34408",750104170,197
"34409",750102703,197
"34410",750104172,197
"34411",750102103,197
"34412",750102098,197
"34413",750104271,197
"34414",750142520,197
"34415",750142523,197
"34416",750102509,197
"34417",750104780,197
"34418",750104175,197
"34419",750102466,197
"34420",750102487,197
"34421",750104307,197
"34422",750106493,197
"34423",750104200,197
"34424",750102521,197
"34425",750104270,197
"34426",750104181,197
"34427",750104314,197
"34428",750105743,197
"34429",750102516,197
"34430",750105742,197
"34431",750102472,197
"34432",750101752,197
"34433",750104165,197
"34434",750102101,197
"34435",750104162,197
"34436",750102511,197
"34437",750104194,197
"34438",750102078,197
"34439",750104261,197
"34440",750104303,197
"34441",750104166,197
"34442",750104265,197
"34443",750102517,197
"34444",750104776,197
"34445",750104785,197
"34446",750104779,197
"34447",750104189,197
"34448",750101048,197
"34449",750104205,197
"34450",750105738,197
"34451",750104308,197
"34452",750104309,197
"34453",750104207,197
"34454",750101754,197
"34455",750104279,197
"34456",750143232,197
"34457",750101756,197
"34458",750101755,197
"34459",750102457,197
"34460",750176097,197
"34461",750101055,197
"34462",750102485,197
"34463",750101746,197
"34464",750104321,197
"34465",750102432,197
"34466",750105740,197
"34467",750104289,197
"34468",750104158,197
"34469",750104171,197
"34470",750106495,197
"34471",750102520,197
"34472",750102094,197
"34473",750102427,197
"34474",750104192,197
"34475",750105748,197
"34476",750151889,197
"34477",750104274,197
"34478",750102083,197
"34479",750102491,197
"34480",750104179,197
"34481",750105747,197
"34482",750104160,197
"34483",750102486,197
"34484",750106496,197
"34485",750176098,197
"34486",750104317,197
"34487",750102460,197
"34488",750102081,197
"34489",750104183,197
"34490",750103445,197
"34491",750104282,197
"34492",750104312,197
"34493",750102461,197
"34494",750104277,197
"34495",750102429,197
"34496",750104751,197
"34497",750102054,197
"34498",750104188,197
"34499",750104197,197
"34500",750102489,197
"34501",750102426,197
"34502",750102092,197
"34503",750102430,197
"34504",750104268,197
"34505",750102488,197
"34506",750102515,197
"34507",750117727,199
"34508",750117751,199
"34509",750112669,199
"34510",750118587,199
"34511",750111823,199
"34512",750112656,199
"34513",750117746,199
"34514",750117755,199
"34515",750112664,199
"34516",750117733,199
"34517",750111862,199
"34518",750117748,199
"34519",750112646,199
"34520",750114502,199
"34521",750117556,199
"34522",750112742,199
"34523",750112663,199
"34524",750109261,199
"34525",750118556,199
"34526",750109196,199
"34527",750112907,199
"34528",750111805,199
"34529",750113459,199
"34530",750117723,199
"34531",750118527,199
"34532",750117484,199
"34533",750117781,199
"34534",750112912,199
"34535",750117752,199
"34536",750117559,199
"34537",750111409,199
"34538",750110865,199
"34539",750112665,199
"34540",750111425,199
"34541",750109197,199
"34542",750118524,199
"34543",750118544,199
"34544",750110862,199
"34545",750118589,199
"34546",750112652,199
"34547",750114531,199
"34548",750117735,199
"34549",750109265,199
"34550",750112657,199
"34551",750118563,199
"34552",750112670,199
"34553",750113447,199
"34554",750112908,199
"34555",750114467,199
"34556",750110864,199
"34557",750118541,199
"34558",750110661,199
"34559",750112740,199
"34560",750111824,199
"34561",750110953,199
"34562",750114505,199
"34563",750112654,199
"34564",750114476,199
"34565",750118530,199
"34566",750118578,199
"34567",750117479,199
"34568",750118551,199
"34569",750118580,199
"34570",750114470,199
"34571",750109284,199
"34572",750110665,199
"34573",750117737,199
"34574",750117734,199
"34575",750118576,199
"34576",750112648,199
"34577",750111811,199
"34578",750109280,199
"34579",750114498,199
"34580",750113449,199
"34581",750113451,199
"34582",750111423,199
"34583",750110660,199
"34584",750118584,199
"34585",750117486,199
"34586",750109308,199
"34587",750118555,199
"34588",750169095,199
"34589",750111803,199
"34590",750111884,199
"34591",750114477,199
"34592",750109194,199
"34593",750109282,199
"34594",750114497,199
"34595",750110073,199
"34596",750111422,199
"34597",750112906,199
"34598",750118549,199
"34599",750111806,199
"34600",750117722,199
"34601",750117497,199
"34602",750110669,199
"34603",750111885,199
"34604",750118546,199
"34605",750110074,199
"34606",750112655,199
"34607",750110861,199
"34608",750113456,199
"34609",750163477,199
"34610",750118574,199
"34611",750114475,199
"34612",750111821,199
"34613",750109184,199
"34614",750109278,199
"34615",750117778,199
"34616",750118552,199
"34617",750110667,199
"34618",750111863,199
"34619",750114460,199
"34620",750109281,199
"34621",750118548,199
"34622",750109283,199
"34623",750118567,199
"34624",750117478,199
"34625",750110866,199
"34626",750118560,199
"34627",750110664,199
"34628",750111861,199
"34629",750117561,199
"34630",750112644,199
"34631",750110076,199
"34632",750114474,199
"34633",750177818,199
"34634",750117481,199
"34635",750118537,199
"34636",750117558,199
"34637",750118591,199
"34638",750110663,199
"34639",750110952,199
"34640",750117726,199
"34641",750111033,199
"34642",750117499,199
"34643",750114464,199
"34644",750110868,199
"34645",750110672,199
"34646",750118565,199
"34647",750111413,199
"34648",750111807,199
"34649",750113473,199
"34650",750117554,199
"34651",750113446,199
"34652",750112641,199
"34653",750109201,199
"34654",750110927,199
"34655",750109189,199
"34656",750112647,199
"34657",750118572,199
"34658",750112651,199
"34659",750118570,199
"34660",750114471,199
"34661",750118582,199
"34662",750110080,199
"34663",750109192,199
"34664",750117566,199
"34665",750117567,199
"34666",750110674,199
"34667",750112643,199
"34668",750118522,199
"34669",750117736,199
"34670",750112660,199
"34671",750112910,199
"34672",750110867,199
"34673",750114511,199
"34674",750113454,199
"34675",750117551,199
"34676",750118569,199
"34677",750118533,199
"34678",750118558,199
"34679",750117776,199
"34680",750110875,199
"34681",750112658,199
"34682",750110954,199
"34683",750118526,199
"34684",750118564,199
"34685",750109263,199
"34686",750118566,199
"34687",750109271,199
"34688",750111810,199
"34689",750110876,199
"34690",750112649,199
"34691",750113445,199
"34692",750118535,199
"34693",750117739,199
"34694",750118528,199
"34695",750169096,199
"34696",750110863,199
"34697",750112661,199
"34698",750117772,199
"34699",750111411,199
"34700",750117779,199
"34701",750114463,199
"34702",750117500,199
"34703",750117483,199
"34704",750118536,199
"34705",750113455,199
"34706",750112667,199
"34707",750109207,199
"34708",750118543,199
"34709",750109302,199
"34710",750110956,199
"34711",750109274,199
"34712",750110078,199
"34713",750111816,199
"34714",750110649,199
"34715",750157364,199
"34716",750117548,199
"34717",750118596,199
"34718",750118554,199
"34719",750113457,199
"34720",750117773,199
"34721",750118573,199
"34722",750110662,199
"34723",750117555,199
"34724",750118539,199
"34725",750109303,199
"34726",750109268,199
"34727",750114496,199
"34728",750117563,199
"34729",750109273,199
"34730",750113453,199
"34731",750109262,199
"34732",750142760,199
"34733",750118523,199
"34734",750117565,199
"34735",750117732,199
"34736",750117741,199
"34737",750112642,199
"34738",750117564,199
"34739",750117482,199
"34740",750161854,199
"34741",750165177,199
"34742",750111410,199
"34743",750118577,199
"34744",750109304,199
"34745",750110950,199
"34746",750113452,199
"34747",750111424,199
"34748",750109198,199
"34749",750112666,199
"34750",750117498,199
"34751",750114501,199
"34752",750109264,199
"34753",750110079,199
"34754",750109191,199
"34755",750114535,199
"34756",750110925,199
"34757",750113458,199
"34758",750110926,199
"34759",750111804,199
"34760",750118575,199
"34761",750113448,199
"34762",750110668,199
"34763",750111027,199
"34764",750109279,199
"34765",750118586,199
"34766",750118585,199
"34767",750111867,199
"34768",750111412,199
"34769",750118561,199
"34770",750113471,199
"34771",750111819,199
"34772",750118579,199
"34773",750118531,199
"34774",750117775,199
"34775",750118529,199
"34776",750118550,199
"34777",750160990,199
"34778",750117780,199
"34779",750114536,199
"34780",750117480,199
"34781",750143911,199
"34782",750109297,199
"34783",750118593,199
"34784",750112911,199
"34785",750112662,199
"34786",750112744,199
"34787",750118538,199
"34788",750118562,199
"34789",750118583,199
"34790",750109307,199
"34791",750109300,199
"34792",750112905,199
"34793",750117547,199
"34794",750110650,199
"34795",750113450,199
"34796",750109270,199
"34797",750110639,199
"34798",750109269,199
"34799",750118559,199
"34800",750112904,199
"34801",750109206,199
"34802",750109286,199
"34803",750110671,199
"34804",750111026,199
"34805",750111029,199
"34806",750109272,199
"34807",750109276,199
"34808",750111871,199
"34809",750109202,199
"34810",750118581,199
"34811",750109208,199
"34812",750117485,199
"34813",750117747,199
"34814",750118542,199
"34815",750117774,199
"34816",750117745,199
"34817",750109296,199
"34818",750118590,199
"34819",750110955,199
"34820",750110877,199
"34821",750109190,199
"34822",750117259,199
"34823",750118514,199
"34824",750113472,199
"34825",750150683,199
"34826",750117562,199
"34827",750141922,199
"34828",750109288,199
"34829",750113470,199
"34830",750118532,199
"34831",750118553,199
"34832",750114468,199
"34833",750111870,199
"34834",750111818,199
"34835",750110644,199
"34836",750110646,199
"34837",750112640,199
"34838",750109195,199
"34839",750112903,199
"34840",750112650,199
"34841",750110640,199
"34842",750110670,199
"34843",750109204,199
"34844",750111032,199
"34845",750112645,199
"34846",750111034,199
"34847",750111025,199
"34848",750111030,199
"34849",750112671,199
"34850",750114478,199
"34851",750112745,199
"34852",750112741,199
"34853",750117782,199
"34854",750117753,199
"34855",750117754,199
"34856",750118545,199
"34857",750110922,199
"34858",750160044,199
"34859",750118534,199
"34860",750109205,199
"34861",750114504,199
"34862",750111864,199
"34863",750109298,199
"34864",750117258,199
"34865",750111820,199
"34866",750117557,199
"34867",750109266,199
"34868",750109305,199
"34869",750113444,199
"34870",750118525,199
"34871",750118557,199
"34872",750109287,199
"34873",750111886,199
"34874",750111868,199
"34875",750114461,199
"34876",750111880,199
"34877",750114472,199
"34878",750109285,199
"34879",750110676,199
"34880",750110641,199
"34881",750114510,199
"34882",750117553,199
"34883",750117777,199
"34884",750111813,199
"34885",750111035,199
"34886",750111036,199
"34887",750111031,199
"34888",750111028,199
"34889",750117552,199
"34890",750117749,199
"34891",750114500,199
"34892",750117742,199
"34893",750118588,199
"34894",750118540,199
"34895",750118592,199
"34896",750112909,199
"34897",750118516,199
"34898",750109301,199
"34899",750114465,199
"34900",750111869,199
"34901",750109299,199
"34902",750111815,199
"34903",750114509,199
"34904",750111812,199
"34905",750114462,199
"34906",750110923,199
"34907",750110643,199
"34908",750117730,199
"34909",750112653,199
"34910",750109200,199
"34911",750118568,199
"34912",750117549,199
"34913",750117560,199
"34914",750109199,199
"34915",750114507,199
"34916",750114469,199
"34917",750109193,199
"34918",750114466,199
"34919",750117496,199
"34920",750117728,199
"34921",750110921,199
"34922",750118595,199
"34923",750146485,199
"34924",750117743,199
"34925",750114532,199
"34926",750114473,199
"34927",750117261,199
"34928",750111809,199
"34929",750117264,199
"34930",750112659,199
"34931",750109295,199
"34932",750114508,199
"34933",750110920,199
"34934",750111879,199
"34935",750118515,199
"34936",750111814,199
"34937",750111801,199
"34938",750111817,199
"34939",750111865,199
"34940",750110924,199
"34941",750114499,199
"34942",750111822,199
"34943",750109306,199
"34944",750109209,199
"34945",750117756,199
"34946",750118513,199
"34947",750110075,199
"34948",750111802,199
"34949",750110878,199
"34950",750117729,199
"34951",750154287,199
"34952",750117724,199
"34953",750117725,199
"34954",750117750,199
"34955",750117260,199
"34956",750111808,199
"34957",750117738,199
"34958",750117757,199
"34959",750111414,199
"34960",750117731,199
"34961",750111426,199
"34962",750110648,199
"34963",750109275,199
"34964",750111866,199
"34965",750109203,199
"34966",750114506,199
"34967",750110951,199
"34968",750112668,199
"34969",750117744,199
"34970",750114503,199
"34971",750110642,199
"34972",750117550,199
"34973",750109277,199
"34974",750117740,199
"34975",750109267,199
"34976",750110645,199
"34977",750110638,199
"34978",750110647,199
"34979",750114410,202
"34980",750109819,202
"34981",750114397,202
"34982",750114909,202
"34983",750116487,202
"34984",750116499,202
"34985",750117641,202
"34986",750114407,202
"34987",750116494,202
"34988",750109818,202
"34989",750114400,202
"34990",750118607,202
"34991",750118601,202
"34992",750118599,202
"34993",750118603,202
"34994",750107920,202
"34995",750108421,202
"34996",750117644,202
"34997",750116488,202
"34998",750109242,202
"34999",750114402,202
"35000",750117642,202
"35001",750115956,202
"35002",750116503,202
"35003",750116501,202
"35004",750118604,202
"35005",750112276,202
"35006",750110306,202
"35007",750110305,202
"35008",750110301,202
"35009",750114888,202
"35010",750115958,202
"35011",750118606,202
"35012",750109804,202
"35013",750114123,202
"35014",750157276,202
"35015",750109789,202
"35016",750112270,202
"35017",750113988,202
"35018",750110297,202
"35019",750109293,202
"35020",750117650,202
"35021",750117639,202
"35022",750117645,202
"35023",750118605,202
"35024",750114887,202
"35025",750114917,202
"35026",750114918,202
"35027",750108398,202
"35028",750114127,202
"35029",750114118,202
