VOIE_ID;Arrondissement;Libellé voie long;type voie court;dénomination voie court;Geo Point
1845;75020;RUE CHARLES FRIEDEL;RUE;CHARLES FRIEDEL;48.872656, 2.395162
1849;75017;RUE CHARLES GERHARDT;RUE;CHARLES GERHARDT;48.886051, 2.30317
1850;75009;CITE CHARLES GODON;CI;CHARLES GODON;48.87919, 2.341018
1851;75008;AVENUE CHARLES GIRAULT;AV;CHARLES GIRAULT;48.866616, 2.314889
1853;75018;RUE CHARLES HERMITE;RUE;CHARLES HERMITE;48.899779, 2.367056
1860;75011;RUE CHARLES LUIZET;RUE;CH LUIZET;48.861647, 2.367322
1887;75012;PASSAGE DU CHAROLAIS;PAS;DU CHAROLAIS;48.840703, 2.387024
1892;75020;MARCHE DE CHARONNE;MAR;DE CHARONNE;48.86105, 2.403671
1907;75014;RUE DU CHATEAU;RUE;DU CHATEAU;48.837712, 2.317862
1910;75010;RUE DU CHATEAU D EAU;RUE;DU CHATEAU D EAU;48.870958, 2.358676
1926;75005;RUE DU CHAT QUI PECHE;RUE;CHAT QUI PECHE;48.853062, 2.34612
1931;75010;RUE CHAUDRON;RUE;CHAUDRON;48.883179, 2.365628
1941;75012;PASSAGE CHAUSSIN;PAS;CHAUSSIN;48.839243, 2.401598
1962;75012;COUR DU CHENE VERT;CO;DU CHENE VERT;48.849768, 2.37351
1972;75006;RUE DU CHERCHE MIDI;RUE;DU CHERCHE MIDI;48.847916, 2.323454
1980;75002;RUE CHERUBINI;RUE;CHERUBINI;48.867776, 2.336642
1996;75008;RUE DU CHEVALIER DE SAINT GEORGE;RUE;CH SAINT GEORGE;48.868479, 2.324957
2000;75013;RUE CHODERLOS DE LACLOS;RUE;C DE LACLOS;48.83236, 2.378716
2048;75006;RUE DES CISEAUX;RUE;DES CISEAUX;48.853023, 2.334017
2055;75012;RUE DE CITEAUX;RUE;DE CITEAUX;48.848589, 2.380863
2079;75014;RUE CLAUDE GARAMOND;RUE;CLAUDE GARAMOND;48.825579, 2.301765
2083;75017;SQUARE CLAUDE DEBUSSY;SQ;CLAUDE DEBUSSY;48.884404, 2.313605
2084;75012;RUE CLAUDE DECAEN;RUE;CLAUDE DECAEN;48.836229, 2.399072
2089;75017;RUE CLAUDE POUILLET;RUE;CLAUDE POUILLET;48.883818, 2.315138
2090;75016;RUE CLAUDE TERRASSE;RUE;CLAUDE TERRASSE;48.838533, 2.26199
2109;75002;PASSAGE DE CLERY;PAS;DE CLERY;48.868515, 2.347964
2114;75018;PASSAGE DE CLICHY;PAS;DE CLICHY;48.884426, 2.328074
2115;75008;PLACE DE CLICHY;PL;DE CLICHY;48.883466, 2.327196
2121;75013;IMPASSE CLISSON;IMP;CLISSON;48.83143, 2.367341
2127;75015;RUE CLODION;RUE;CLODION;48.851476, 2.292479
2129;75004;RUE DU CLOITRE NOTRE DAME;RUE;CLOITRE N DAME;48.853113, 2.350673
2174;75006;RUE COETLOGON;RUE;COETLOGON;48.850029, 2.328911
2189;75017;ALLEE COLETTE HEILBRONNER;ALL;C HEILBRONNER;48.892905, 2.310555
2208;75013;RUE DU COLONEL DOMINE;RUE;COLONEL DOMINE;48.819926, 2.357854
2209;75017;RUE DU COLONEL MANHES;RUE;COLONEL MANHES;48.895501, 2.321071
2229;75007;RUE DE COMMAILLE;RUE;DE COMMAILLE;48.852703, 2.324383
S411;75014;METRO PERNETY;MET;PERNETY;48.834005, 2.318055
S415;75009;METRO PIGALLE;MET;PIGALLE;48.882139, 2.337243
S416;75009;METRO PLACE CLICHY;MET;PLACE CLICHY;48.883522, 2.327428
S419;75014;METRO PLAISANCE;MET;PLAISANCE;48.832933, 2.31901
S426;75001;METRO PONT NEUF;MET;PONT NEUF;48.859504, 2.343425
S427;75005;METRO PORT ROYAL;MET;PORT ROYAL;48.840065, 2.337139
S432;75012;METRO PORTE DE CHARENTON;MET;PTE DE CHARENTON;48.830554, 2.399665
S440;75020;METRO PORTE DES LILAS;MET;PORTE DES LILAS;48.877587, 2.408295
S442;75020;METRO PORTE DE MONTREUIL;MET;PTE DE MONTREUIL;48.853686, 2.413176
S445;75016;METRO PORTE DE SAINT CLOUD;MET;PTE ST CLOUD;48.838098, 2.25752
S446;75018;METRO PORTE DE SAINT OUEN;MET;PTE ST OUEN;48.899618, 2.329461
S451;75019;METRO PRE SAINT GERVAIS;MET;PRE ST GERVAIS;48.877783, 2.395831
S473;75002;METRO QUATRE SEPTEMBRE;MET;QUATRE SEPTEMBRE;48.86916, 2.339329
S489;75019;METRO RIQUET;MET;RIQUET;48.889619, 2.368187
S490;75006;METRO RENNES;MET;RENNES;48.849039, 2.328795
S491;75011;STATION RER NATION;STA;RER NATION;
S492;75017;METRO ROME;MET;ROME;48.88124, 2.320909
S517;75014;METRO SAINT JACQUES;MET;SAINT JACQUES;48.833087, 2.336574
S523;75004;METRO SAINT PAUL;MET;SAINT PAUL;48.853391, 2.361617
S532;75007;METRO SEVRES BABYLONE;MET;SEVRES BABYLONE;48.851682, 2.320748
S534;75018;METRO SIMPLON;MET;SIMPLON;48.894083, 2.34919
8482;75017;RUE DE SAUSSURE;RUE;DE SAUSSURE;48.887269, 2.312089
8490;75020;RUE DE SAVIES;RUE;DE SAVIES;48.871518, 2.390777
